seed,delta,omega,rule,crossings,max_event_time_error,rms_error
102,4.0,2.4,hysteresis,827,4.547473508864641e-13,2.220446049250313e-16
102,4.0,2.414213562373095,raw,914,4.547473508864641e-13,4.440892098500626e-16
102,4.0,2.414213562373095,hysteresis,810,4.547473508864641e-13,4.440892098500626e-16
102,4.0,2.425,raw,910,4.547473508864641e-13,8.881784197001252e-16
102,4.0,2.425,hysteresis,825,4.547473508864641e-13,8.881784197001252e-16
102,4.0,2.45,raw,906,9.094947017729282e-13,3.3306690738754696e-16
102,4.0,2.45,hysteresis,815,9.094947017729282e-13,3.3306690738754696e-16
102,4.0,2.475,raw,895,4.547473508864641e-13,2.220446049250313e-16
102,4.0,2.475,hysteresis,805,4.547473508864641e-13,2.220446049250313e-16
102,4.0,2.5,raw,899,9.094947017729282e-13,5.551115123125783e-16
102,4.0,2.5,hysteresis,805,9.094947017729282e-13,5.551115123125783e-16
102,4.0,2.525,raw,890,4.547473508864641e-13,7.771561172376096e-16
102,4.0,2.525,hysteresis,794,4.547473508864641e-13,7.771561172376096e-16
102,4.0,2.55,raw,894,4.547473508864641e-13,7.771561172376096e-16
102,4.0,2.55,hysteresis,785,4.547473508864641e-13,7.771561172376096e-16
102,4.0,2.575,raw,894,9.094947017729282e-13,6.661338147750939e-16
102,4.0,2.575,hysteresis,790,9.094947017729282e-13,6.661338147750939e-16
102,4.0,2.6,raw,888,9.094947017729282e-13,1.1102230246251565e-16
102,4.0,2.6,hysteresis,779,4.547473508864641e-13,1.1102230246251565e-16
103,0.0,1.9,raw,479,0.0,0.0
103,0.0,1.9,hysteresis,459,0.0,0.0
103,0.0,1.925,raw,479,0.0,0.0
103,0.0,1.925,hysteresis,459,0.0,0.0
103,0.0,1.95,raw,479,0.0,0.0
103,0.0,1.95,hysteresis,459,0.0,0.0
103,0.0,1.975,raw,479,0.0,0.0
103,0.0,1.975,hysteresis,459,0.0,0.0
103,0.0,2.0,raw,479,0.0,0.0
103,0.0,2.0,hysteresis,459,0.0,0.0
103,0.0,2.025,raw,479,0.0,0.0
103,0.0,2.025,hysteresis,459,0.0,0.0
103,0.0,2.05,raw,479,0.0,0.0
103,0.0,2.05,hysteresis,459,0.0,0.0
103,0.0,2.075,raw,479,0.0,0.0
103,0.0,2.075,hysteresis,459,0.0,0.0
103,0.0,2.1,raw,479,0.0,0.0
103,0.0,2.1,hysteresis,459,0.0,0.0
103,0.0,2.125,raw,479,0.0,0.0
103,0.0,2.125,hysteresis,459,0.0,0.0
103,0.0,2.15,raw,479,0.0,0.0
103,0.0,2.15,hysteresis,459,0.0,0.0
103,0.0,2.175,raw,479,0.0,0.0
103,0.0,2.175,hysteresis,459,0.0,0.0
103,0.0,2.2,raw,479,0.0,0.0
103,0.0,2.2,hysteresis,459,0.0,0.0
103,0.0,2.225,raw,479,0.0,0.0
103,0.0,2.225,hysteresis,459,0.0,0.0
103,0.0,2.25,raw,479,0.0,0.0
103,0.0,2.25,hysteresis,459,0.0,0.0
103,0.0,2.275,raw,479,0.0,0.0
103,0.0,2.275,hysteresis,459,0.0,0.0
103,0.0,2.3,raw,479,0.0,0.0
103,0.0,2.3,hysteresis,459,0.0,0.0
103,0.0,2.325,raw,479,0.0,0.0
103,0.0,2.325,hysteresis,459,0.0,0.0
103,0.0,2.3333333333333335,raw,479,0.0,0.0
103,0.0,2.3333333333333335,hysteresis,459,0.0,0.0
103,0.0,2.35,raw,479,0.0,0.0
103,0.0,2.35,hysteresis,459,0.0,0.0
103,0.0,2.375,raw,479,0.0,0.0
103,0.0,2.375,hysteresis,459,0.0,0.0
103,0.0,2.4,raw,479,0.0,0.0
103,0.0,2.4,hysteresis,459,0.0,0.0
103,0.0,2.414213562373095,raw,479,0.0,0.0
103,0.0,2.414213562373095,hysteresis,459,0.0,0.0
103,0.0,2.425,raw,479,0.0,0.0
103,0.0,2.425,hysteresis,459,0.0,0.0
103,0.0,2.45,raw,479,0.0,0.0
103,0.0,2.45,hysteresis,459,0.0,0.0
103,0.0,2.475,raw,479,0.0,0.0
103,0.0,2.475,hysteresis,459,0.0,0.0
103,0.0,2.5,raw,479,0.0,0.0
103,0.0,2.5,hysteresis,459,0.0,0.0
103,0.0,2.525,raw,479,0.0,0.0
103,0.0,2.525,hysteresis,459,0.0,0.0
103,0.0,2.55,raw,479,0.0,0.0
103,0.0,2.55,hysteresis,459,0.0,0.0
103,0.0,2.575,raw,479,0.0,0.0
103,0.0,2.575,hysteresis,459,0.0,0.0
103,0.0,2.6,raw,479,0.0,0.0
103,0.0,2.6,hysteresis,459,0.0,0.0
103,1.0,1.9,raw,577,9.094947017729282e-13,1.1102230246251565e-16
103,1.0,1.9,hysteresis,524,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,1.925,raw,565,9.094947017729282e-13,2.220446049250313e-16
103,1.0,1.925,hysteresis,522,9.094947017729282e-13,2.220446049250313e-16
103,1.0,1.95,raw,568,4.547473508864641e-13,3.3306690738754696e-16
103,1.0,1.95,hysteresis,513,4.547473508864641e-13,3.3306690738754696e-16
103,1.0,1.975,raw,563,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,1.975,hysteresis,521,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.0,raw,564,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.0,hysteresis,519,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.025,raw,567,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.025,hysteresis,510,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.05,raw,561,9.094947017729282e-13,1.1102230246251565e-16
103,1.0,2.05,hysteresis,510,9.094947017729282e-13,1.1102230246251565e-16
103,1.0,2.075,raw,556,9.094947017729282e-13,7.771561172376096e-16
103,1.0,2.075,hysteresis,510,9.094947017729282e-13,7.771561172376096e-16
103,1.0,2.1,raw,553,9.094947017729282e-13,3.3306690738754696e-16
103,1.0,2.1,hysteresis,507,9.094947017729282e-13,3.3306690738754696e-16
103,1.0,2.125,raw,547,9.094947017729282e-13,1.1102230246251565e-16
103,1.0,2.125,hysteresis,494,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.15,raw,538,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.15,hysteresis,498,2.2737367544323206e-13,1.1102230246251565e-16
103,1.0,2.175,raw,546,9.094947017729282e-13,4.440892098500626e-16
103,1.0,2.175,hysteresis,502,9.094947017729282e-13,4.440892098500626e-16
103,1.0,2.2,raw,554,9.094947017729282e-13,7.771561172376096e-16
103,1.0,2.2,hysteresis,501,9.094947017729282e-13,7.771561172376096e-16
103,1.0,2.225,raw,547,4.547473508864641e-13,1.887379141862766e-15
103,1.0,2.225,hysteresis,496,4.547473508864641e-13,1.887379141862766e-15
103,1.0,2.25,raw,547,4.547473508864641e-13,7.771561172376096e-16
103,1.0,2.25,hysteresis,496,4.547473508864641e-13,7.771561172376096e-16
103,1.0,2.275,raw,543,2.2737367544323206e-13,4.440892098500626e-16
103,1.0,2.275,hysteresis,497,2.2737367544323206e-13,4.440892098500626e-16
103,1.0,2.3,raw,533,4.547473508864641e-13,3.3306690738754696e-16
103,1.0,2.3,hysteresis,493,4.547473508864641e-13,3.3306690738754696e-16
103,1.0,2.325,raw,539,9.094947017729282e-13,3.3306690738754696e-16
103,1.0,2.325,hysteresis,492,9.094947017729282e-13,3.3306690738754696e-16
103,1.0,2.3333333333333335,raw,536,9.094947017729282e-13,2.220446049250313e-16
103,1.0,2.3333333333333335,hysteresis,493,9.094947017729282e-13,2.220446049250313e-16
103,1.0,2.35,raw,537,9.094947017729282e-13,0.0
103,1.0,2.35,hysteresis,490,9.094947017729282e-13,0.0
103,1.0,2.375,raw,534,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.375,hysteresis,495,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.4,raw,530,9.094947017729282e-13,0.0
103,1.0,2.4,hysteresis,490,4.547473508864641e-13,0.0
103,1.0,2.414213562373095,raw,528,9.094947017729282e-13,7.771561172376096e-16
103,1.0,2.414213562373095,hysteresis,487,9.094947017729282e-13,7.771561172376096e-16
103,1.0,2.425,raw,545,9.094947017729282e-13,1.1102230246251565e-16
103,1.0,2.425,hysteresis,494,9.094947017729282e-13,1.1102230246251565e-16
103,1.0,2.45,raw,530,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.45,hysteresis,485,4.547473508864641e-13,1.1102230246251565e-16
103,1.0,2.475,raw,532,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.475,hysteresis,490,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.5,raw,534,9.094947017729282e-13,0.0
103,1.0,2.5,hysteresis,492,9.094947017729282e-13,0.0
103,1.0,2.525,raw,525,4.547473508864641e-13,0.0
103,1.0,2.525,hysteresis,481,4.547473508864641e-13,0.0
103,1.0,2.55,raw,529,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.55,hysteresis,485,4.547473508864641e-13,2.220446049250313e-16
103,1.0,2.575,raw,522,9.094947017729282e-13,4.440892098500626e-16
103,1.0,2.575,hysteresis,480,9.094947017729282e-13,4.440892098500626e-16
103,1.0,2.6,raw,526,4.547473508864641e-13,4.440892098500626e-16
103,1.0,2.6,hysteresis,482,2.2737367544323206e-13,4.440892098500626e-16
103,1.5,1.9,raw,661,9.094947017729282e-13,7.771561172376096e-16
103,1.5,1.9,hysteresis,605,9.094947017729282e-13,7.771561172376096e-16
103,1.5,1.925,raw,646,4.547473508864641e-13,8.881784197001252e-16
103,1.5,1.925,hysteresis,594,4.547473508864641e-13,8.881784197001252e-16
103,1.5,1.95,raw,645,4.547473508864641e-13,0.0
103,1.5,1.95,hysteresis,594,4.547473508864641e-13,0.0
103,1.5,1.975,raw,643,9.094947017729282e-13,5.551115123125783e-16
103,1.5,1.975,hysteresis,584,9.094947017729282e-13,5.551115123125783e-16
103,1.5,2.0,raw,633,9.094947017729282e-13,1.2212453270876722e-15
103,1.5,2.0,hysteresis,572,9.094947017729282e-13,1.2212453270876722e-15
103,1.5,2.025,raw,643,9.094947017729282e-13,1.2212453270876722e-15
103,1.5,2.025,hysteresis,575,9.094947017729282e-13,1.2212453270876722e-15
103,1.5,2.05,raw,626,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.05,hysteresis,570,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.075,raw,631,4.547473508864641e-13,3.3306690738754696e-16
103,1.5,2.075,hysteresis,568,4.547473508864641e-13,3.3306690738754696e-16
103,1.5,2.1,raw,619,9.094947017729282e-13,8.881784197001252e-16
103,1.5,2.1,hysteresis,567,9.094947017729282e-13,8.881784197001252e-16
103,1.5,2.125,raw,620,9.094947017729282e-13,8.881784197001252e-16
103,1.5,2.125,hysteresis,560,9.094947017729282e-13,8.881784197001252e-16
103,1.5,2.15,raw,612,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.15,hysteresis,560,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.175,raw,624,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.175,hysteresis,553,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.2,raw,616,9.094947017729282e-13,2.220446049250313e-16
103,1.5,2.2,hysteresis,553,9.094947017729282e-13,2.220446049250313e-16
103,1.5,2.225,raw,604,9.094947017729282e-13,4.440892098500626e-16
103,1.5,2.225,hysteresis,542,9.094947017729282e-13,4.440892098500626e-16
103,1.5,2.25,raw,605,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.25,hysteresis,544,2.2737367544323206e-13,1.1102230246251565e-16
103,1.5,2.275,raw,603,9.094947017729282e-13,1.5543122344752192e-15
103,1.5,2.275,hysteresis,542,9.094947017729282e-13,1.5543122344752192e-15
103,1.5,2.3,raw,602,9.094947017729282e-13,2.220446049250313e-16
103,1.5,2.3,hysteresis,538,9.094947017729282e-13,2.220446049250313e-16
103,1.5,2.325,raw,601,4.547473508864641e-13,3.3306690738754696e-16
103,1.5,2.325,hysteresis,536,4.547473508864641e-13,3.3306690738754696e-16
103,1.5,2.3333333333333335,raw,604,4.547473508864641e-13,3.3306690738754696e-16
103,1.5,2.3333333333333335,hysteresis,537,4.547473508864641e-13,3.3306690738754696e-16
103,1.5,2.35,raw,594,9.094947017729282e-13,0.0
103,1.5,2.35,hysteresis,532,9.094947017729282e-13,0.0
103,1.5,2.375,raw,589,4.547473508864641e-13,8.881784197001252e-16
103,1.5,2.375,hysteresis,533,4.547473508864641e-13,8.881784197001252e-16
103,1.5,2.4,raw,584,9.094947017729282e-13,9.992007221626409e-16
103,1.5,2.4,hysteresis,529,9.094947017729282e-13,9.992007221626409e-16
103,1.5,2.414213562373095,raw,602,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.414213562373095,hysteresis,526,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.425,raw,608,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.425,hysteresis,533,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.45,raw,587,4.547473508864641e-13,4.440892098500626e-16
103,1.5,2.45,hysteresis,521,2.2737367544323206e-13,4.440892098500626e-16
103,1.5,2.475,raw,585,9.094947017729282e-13,2.220446049250313e-16
103,1.5,2.475,hysteresis,522,2.2737367544323206e-13,2.220446049250313e-16
103,1.5,2.5,raw,587,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.5,hysteresis,517,9.094947017729282e-13,1.1102230246251565e-16
103,1.5,2.525,raw,579,9.094947017729282e-13,0.0
103,1.5,2.525,hysteresis,513,9.094947017729282e-13,0.0
103,1.5,2.55,raw,589,4.547473508864641e-13,2.220446049250313e-16
103,1.5,2.55,hysteresis,519,4.547473508864641e-13,2.220446049250313e-16
103,1.5,2.575,raw,579,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.575,hysteresis,512,4.547473508864641e-13,1.1102230246251565e-16
103,1.5,2.6,raw,577,9.094947017729282e-13,9.992007221626409e-16
103,1.5,2.6,hysteresis,507,9.094947017729282e-13,9.992007221626409e-16
103,2.0,1.9,raw,730,4.547473508864641e-13,2.220446049250313e-16
103,2.0,1.9,hysteresis,685,4.547473508864641e-13,2.220446049250313e-16
103,2.0,1.925,raw,723,9.094947017729282e-13,8.881784197001252e-16
103,2.0,1.925,hysteresis,663,9.094947017729282e-13,8.881784197001252e-16
103,2.0,1.95,raw,732,4.547473508864641e-13,1.1102230246251565e-16
103,2.0,1.95,hysteresis,684,4.547473508864641e-13,1.1102230246251565e-16
103,2.0,1.975,raw,724,4.547473508864641e-13,6.661338147750939e-16
103,2.0,1.975,hysteresis,675,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.0,raw,709,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.0,hysteresis,635,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.025,raw,716,9.094947017729282e-13,0.0
103,2.0,2.025,hysteresis,663,9.094947017729282e-13,0.0
103,2.0,2.05,raw,703,9.094947017729282e-13,1.1102230246251565e-16
103,2.0,2.05,hysteresis,649,9.094947017729282e-13,1.1102230246251565e-16
103,2.0,2.075,raw,710,9.094947017729282e-13,2.220446049250313e-16
103,2.0,2.075,hysteresis,646,9.094947017729282e-13,2.220446049250313e-16
103,2.0,2.1,raw,703,4.547473508864641e-13,5.551115123125783e-16
103,2.0,2.1,hysteresis,638,4.547473508864641e-13,5.551115123125783e-16
103,2.0,2.125,raw,702,9.094947017729282e-13,6.661338147750939e-16
103,2.0,2.125,hysteresis,633,9.094947017729282e-13,6.661338147750939e-16
103,2.0,2.15,raw,694,4.547473508864641e-13,1.3322676295501878e-15
103,2.0,2.15,hysteresis,635,4.547473508864641e-13,1.3322676295501878e-15
103,2.0,2.175,raw,705,9.094947017729282e-13,3.3306690738754696e-16
103,2.0,2.175,hysteresis,636,9.094947017729282e-13,3.3306690738754696e-16
103,2.0,2.2,raw,691,9.094947017729282e-13,1.1102230246251565e-16
103,2.0,2.2,hysteresis,620,9.094947017729282e-13,1.1102230246251565e-16
103,2.0,2.225,raw,688,4.547473508864641e-13,1.1102230246251565e-15
103,2.0,2.225,hysteresis,613,4.547473508864641e-13,1.1102230246251565e-15
103,2.0,2.25,raw,685,9.094947017729282e-13,9.992007221626409e-16
103,2.0,2.25,hysteresis,611,9.094947017729282e-13,9.992007221626409e-16
103,2.0,2.275,raw,683,4.547473508864641e-13,9.992007221626409e-16
103,2.0,2.275,hysteresis,604,4.547473508864641e-13,9.992007221626409e-16
103,2.0,2.3,raw,674,2.2737367544323206e-13,1.1102230246251565e-16
103,2.0,2.3,hysteresis,604,0.0,1.1102230246251565e-16
103,2.0,2.325,raw,675,4.547473508864641e-13,2.220446049250313e-16
103,2.0,2.325,hysteresis,605,4.547473508864641e-13,2.220446049250313e-16
103,2.0,2.3333333333333335,raw,670,9.094947017729282e-13,2.220446049250313e-16
103,2.0,2.3333333333333335,hysteresis,589,9.094947017729282e-13,2.220446049250313e-16
103,2.0,2.35,raw,670,4.547473508864641e-13,1.1102230246251565e-16
103,2.0,2.35,hysteresis,600,4.547473508864641e-13,1.1102230246251565e-16
103,2.0,2.375,raw,667,4.547473508864641e-13,4.440892098500626e-16
103,2.0,2.375,hysteresis,587,4.547473508864641e-13,4.440892098500626e-16
103,2.0,2.4,raw,662,9.094947017729282e-13,4.440892098500626e-16
103,2.0,2.4,hysteresis,583,9.094947017729282e-13,4.440892098500626e-16
103,2.0,2.414213562373095,raw,664,4.547473508864641e-13,2.220446049250313e-16
103,2.0,2.414213562373095,hysteresis,588,2.2737367544323206e-13,2.220446049250313e-16
103,2.0,2.425,raw,654,4.547473508864641e-13,5.551115123125783e-16
103,2.0,2.425,hysteresis,590,4.547473508864641e-13,5.551115123125783e-16
103,2.0,2.45,raw,653,9.094947017729282e-13,5.551115123125783e-16
103,2.0,2.45,hysteresis,575,9.094947017729282e-13,5.551115123125783e-16
103,2.0,2.475,raw,653,9.094947017729282e-13,1.1102230246251565e-16
103,2.0,2.475,hysteresis,573,9.094947017729282e-13,1.1102230246251565e-16
103,2.0,2.5,raw,650,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.5,hysteresis,567,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.525,raw,645,4.547473508864641e-13,8.881784197001252e-16
103,2.0,2.525,hysteresis,567,4.547473508864641e-13,8.881784197001252e-16
103,2.0,2.55,raw,656,4.547473508864641e-13,7.771561172376096e-16
103,2.0,2.55,hysteresis,568,4.547473508864641e-13,7.771561172376096e-16
103,2.0,2.575,raw,638,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.575,hysteresis,563,4.547473508864641e-13,6.661338147750939e-16
103,2.0,2.6,raw,661,9.094947017729282e-13,7.771561172376096e-16
103,2.0,2.6,hysteresis,557,9.094947017729282e-13,7.771561172376096e-16
103,3.0,1.9,raw,847,4.547473508864641e-13,8.881784197001252e-16
103,3.0,1.9,hysteresis,801,4.547473508864641e-13,8.881784197001252e-16
103,3.0,1.925,raw,839,9.094947017729282e-13,2.220446049250313e-16
103,3.0,1.925,hysteresis,795,9.094947017729282e-13,2.220446049250313e-16
103,3.0,1.95,raw,852,9.094947017729282e-13,8.881784197001252e-16
103,3.0,1.95,hysteresis,813,9.094947017729282e-13,8.881784197001252e-16
103,3.0,1.975,raw,842,4.547473508864641e-13,5.551115123125783e-16
103,3.0,1.975,hysteresis,798,4.547473508864641e-13,5.551115123125783e-16
103,3.0,2.0,raw,831,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.0,hysteresis,768,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.025,raw,848,9.094947017729282e-13,6.661338147750939e-16
103,3.0,2.025,hysteresis,786,9.094947017729282e-13,6.661338147750939e-16
103,3.0,2.05,raw,850,4.547473508864641e-13,0.0
103,3.0,2.05,hysteresis,792,4.547473508864641e-13,0.0
103,3.0,2.075,raw,848,9.094947017729282e-13,9.992007221626409e-16
103,3.0,2.075,hysteresis,786,9.094947017729282e-13,9.992007221626409e-16
103,3.0,2.1,raw,848,9.094947017729282e-13,8.881784197001252e-16
103,3.0,2.1,hysteresis,787,9.094947017729282e-13,8.881784197001252e-16
103,3.0,2.125,raw,839,9.094947017729282e-13,6.661338147750939e-16
103,3.0,2.125,hysteresis,776,9.094947017729282e-13,6.661338147750939e-16
103,3.0,2.15,raw,838,9.094947017729282e-13,5.551115123125783e-16
103,3.0,2.15,hysteresis,773,9.094947017729282e-13,5.551115123125783e-16
103,3.0,2.175,raw,848,9.094947017729282e-13,3.3306690738754696e-16
103,3.0,2.175,hysteresis,782,9.094947017729282e-13,3.3306690738754696e-16
103,3.0,2.2,raw,842,9.094947017729282e-13,1.1102230246251565e-16
103,3.0,2.2,hysteresis,763,9.094947017729282e-13,1.1102230246251565e-16
103,3.0,2.225,raw,849,4.547473508864641e-13,1.2212453270876722e-15
103,3.0,2.225,hysteresis,771,4.547473508864641e-13,1.2212453270876722e-15
103,3.0,2.25,raw,837,9.094947017729282e-13,3.3306690738754696e-16
103,3.0,2.25,hysteresis,764,9.094947017729282e-13,3.3306690738754696e-16
103,3.0,2.275,raw,836,4.547473508864641e-13,9.992007221626409e-16
103,3.0,2.275,hysteresis,758,4.547473508864641e-13,9.992007221626409e-16
103,3.0,2.3,raw,811,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.3,hysteresis,743,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.325,raw,813,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.325,hysteresis,748,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.3333333333333335,raw,816,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.3333333333333335,hysteresis,744,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.35,raw,820,4.547473508864641e-13,1.2212453270876722e-15
103,3.0,2.35,hysteresis,743,4.547473508864641e-13,1.2212453270876722e-15
103,3.0,2.375,raw,813,4.547473508864641e-13,2.220446049250313e-16
103,3.0,2.375,hysteresis,727,4.547473508864641e-13,2.220446049250313e-16
103,3.0,2.4,raw,820,9.094947017729282e-13,4.440892098500626e-16
103,3.0,2.4,hysteresis,736,9.094947017729282e-13,4.440892098500626e-16
103,3.0,2.414213562373095,raw,807,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.414213562373095,hysteresis,721,4.547473508864641e-13,1.1102230246251565e-16
103,3.0,2.425,raw,794,4.547473508864641e-13,5.551115123125783e-16
103,3.0,2.425,hysteresis,720,4.547473508864641e-13,5.551115123125783e-16
103,3.0,2.45,raw,800,9.094947017729282e-13,1.1102230246251565e-16
103,3.0,2.45,hysteresis,713,9.094947017729282e-13,1.1102230246251565e-16
103,3.0,2.475,raw,805,9.094947017729282e-13,5.551115123125783e-16
103,3.0,2.475,hysteresis,713,9.094947017729282e-13,5.551115123125783e-16
103,3.0,2.5,raw,795,9.094947017729282e-13,5.551115123125783e-16
103,3.0,2.5,hysteresis,712,9.094947017729282e-13,5.551115123125783e-16
103,3.0,2.525,raw,803,4.547473508864641e-13,2.220446049250313e-16
103,3.0,2.525,hysteresis,704,2.2737367544323206e-13,2.220446049250313e-16
103,3.0,2.55,raw,803,9.094947017729282e-13,4.440892098500626e-16
103,3.0,2.55,hysteresis,711,9.094947017729282e-13,4.440892098500626e-16
103,3.0,2.575,raw,771,9.094947017729282e-13,4.440892098500626e-16
103,3.0,2.575,hysteresis,688,9.094947017729282e-13,4.440892098500626e-16
103,3.0,2.6,raw,790,9.094947017729282e-13,1.1102230246251565e-16
103,3.0,2.6,hysteresis,699,9.094947017729282e-13,1.1102230246251565e-16
103,4.0,1.9,raw,885,9.094947017729282e-13,1.1102230246251565e-15
103,4.0,1.9,hysteresis,868,9.094947017729282e-13,1.1102230246251565e-15
103,4.0,1.925,raw,891,9.094947017729282e-13,4.440892098500626e-16
103,4.0,1.925,hysteresis,864,9.094947017729282e-13,4.440892098500626e-16
103,4.0,1.95,raw,892,4.547473508864641e-13,1.1102230246251565e-15
103,4.0,1.95,hysteresis,878,4.547473508864641e-13,1.1102230246251565e-15
103,4.0,1.975,raw,900,9.094947017729282e-13,2.220446049250313e-16
103,4.0,1.975,hysteresis,879,9.094947017729282e-13,2.220446049250313e-16
103,4.0,2.0,raw,905,4.547473508864641e-13,6.661338147750939e-16
103,4.0,2.0,hysteresis,856,4.547473508864641e-13,6.661338147750939e-16
103,4.0,2.025,raw,917,9.094947017729282e-13,2.220446049250313e-16
103,4.0,2.025,hysteresis,881,9.094947017729282e-13,2.220446049250313e-16
103,4.0,2.05,raw,917,9.094947017729282e-13,8.881784197001252e-16
103,4.0,2.05,hysteresis,886,9.094947017729282e-13,8.881784197001252e-16
103,4.0,2.075,raw,926,4.547473508864641e-13,4.440892098500626e-16
103,4.0,2.075,hysteresis,887,4.547473508864641e-13,4.440892098500626e-16
103,4.0,2.1,raw,931,4.547473508864641e-13,1.9984014443252818e-15
103,4.0,2.1,hysteresis,882,4.547473508864641e-13,1.9984014443252818e-15
103,4.0,2.125,raw,929,4.547473508864641e-13,4.440892098500626e-16
103,4.0,2.125,hysteresis,880,4.547473508864641e-13,4.440892098500626e-16
103,4.0,2.15,raw,931,4.547473508864641e-13,2.220446049250313e-16
103,4.0,2.15,hysteresis,890,4.547473508864641e-13,2.220446049250313e-16
103,4.0,2.175,raw,944,9.094947017729282e-13,4.440892098500626e-16
103,4.0,2.175,hysteresis,888,9.094947017729282e-13,4.440892098500626e-16
103,4.0,2.2,raw,937,4.547473508864641e-13,1.3322676295501878e-15
103,4.0,2.2,hysteresis,889,4.547473508864641e-13,1.3322676295501878e-15
103,4.0,2.225,raw,934,4.547473508864641e-13,2.220446049250313e-16
103,4.0,2.225,hysteresis,887,4.547473508864641e-13,2.220446049250313e-16
103,4.0,2.25,raw,937,4.547473508864641e-13,1.1102230246251565e-16
103,4.0,2.25,hysteresis,880,4.547473508864641e-13,1.1102230246251565e-16
103,4.0,2.275,raw,938,4.547473508864641e-13,0.0
103,4.0,2.275,hysteresis,885,4.547473508864641e-13,0.0
103,4.0,2.3,raw,940,9.094947017729282e-13,4.440892098500626e-16
103,4.0,2.3,hysteresis,867,9.094947017729282e-13,4.440892098500626e-16
103,4.0,2.325,raw,946,4.547473508864641e-13,7.771561172376096e-16
103,4.0,2.325,hysteresis,881,4.547473508864641e-13,7.771561172376096e-16
103,4.0,2.3333333333333335,raw,936,9.094947017729282e-13,3.3306690738754696e-16
103,4.0,2.3333333333333335,hysteresis,866,9.094947017729282e-13,3.3306690738754696e-16
103,4.0,2.35,raw,936,9.094947017729282e-13,2.220446049250313e-16
103,4.0,2.35,hysteresis,866,9.094947017729282e-13,2.220446049250313e-16
103,4.0,2.375,raw,937,4.547473508864641e-13,6.661338147750939e-16
103,4.0,2.375,hysteresis,863,4.547473508864641e-13,6.661338147750939e-16
103,4.0,2.4,raw,934,9.094947017729282e-13,4.440892098500626e-16
103,4.0,2.4,hysteresis,855,9.094947017729282e-13,4.440892098500626e-16
103,4.0,2.414213562373095,raw,937,9.094947017729282e-13,5.551115123125783e-16
103,4.0,2.414213562373095,hysteresis,856,9.094947017729282e-13,5.551115123125783e-16
103,4.0,2.425,raw,919,9.094947017729282e-13,8.881784197001252e-16
103,4.0,2.425,hysteresis,843,4.547473508864641e-13,8.881784197001252e-16
103,4.0,2.45,raw,930,9.094947017729282e-13,6.661338147750939e-16
103,4.0,2.45,hysteresis,845,9.094947017729282e-13,6.661338147750939e-16
103,4.0,2.475,raw,933,9.094947017729282e-13,7.771561172376096e-16
103,4.0,2.475,hysteresis,867,9.094947017729282e-13,7.771561172376096e-16
103,4.0,2.5,raw,918,9.094947017729282e-13,1.1102230246251565e-16
103,4.0,2.5,hysteresis,837,9.094947017729282e-13,1.1102230246251565e-16
