seed,delta,omega,rule,crossings,max_event_time_error,rms_error
104,4.0,2.45,raw,861,9.094947017729282e-13,5.551115123125783e-16
104,4.0,2.45,hysteresis,783,9.094947017729282e-13,5.551115123125783e-16
104,4.0,2.475,raw,870,4.547473508864641e-13,3.3306690738754696e-16
104,4.0,2.475,hysteresis,790,4.547473508864641e-13,3.3306690738754696e-16
104,4.0,2.5,raw,865,9.094947017729282e-13,0.0
104,4.0,2.5,hysteresis,770,4.547473508864641e-13,0.0
104,4.0,2.525,raw,859,9.094947017729282e-13,2.220446049250313e-16
104,4.0,2.525,hysteresis,762,4.547473508864641e-13,2.220446049250313e-16
104,4.0,2.55,raw,844,4.547473508864641e-13,4.440892098500626e-16
104,4.0,2.55,hysteresis,761,4.547473508864641e-13,4.440892098500626e-16
104,4.0,2.575,raw,848,9.094947017729282e-13,2.220446049250313e-16
104,4.0,2.575,hysteresis,747,4.547473508864641e-13,2.220446049250313e-16
104,4.0,2.6,raw,851,9.094947017729282e-13,2.220446049250313e-16
104,4.0,2.6,hysteresis,751,9.094947017729282e-13,2.220446049250313e-16
105,0.0,1.9,raw,475,0.0,0.0
105,0.0,1.9,hysteresis,461,0.0,0.0
105,0.0,1.925,raw,475,0.0,0.0
105,0.0,1.925,hysteresis,461,0.0,0.0
105,0.0,1.95,raw,475,0.0,0.0
105,0.0,1.95,hysteresis,461,0.0,0.0
105,0.0,1.975,raw,475,0.0,0.0
105,0.0,1.975,hysteresis,461,0.0,0.0
105,0.0,2.0,raw,475,0.0,0.0
105,0.0,2.0,hysteresis,461,0.0,0.0
105,0.0,2.025,raw,475,0.0,0.0
105,0.0,2.025,hysteresis,461,0.0,0.0
105,0.0,2.05,raw,475,0.0,0.0
105,0.0,2.05,hysteresis,461,0.0,0.0
105,0.0,2.075,raw,475,0.0,0.0
105,0.0,2.075,hysteresis,461,0.0,0.0
105,0.0,2.1,raw,475,0.0,0.0
105,0.0,2.1,hysteresis,461,0.0,0.0
105,0.0,2.125,raw,475,0.0,0.0
105,0.0,2.125,hysteresis,461,0.0,0.0
105,0.0,2.15,raw,475,0.0,0.0
105,0.0,2.15,hysteresis,461,0.0,0.0
105,0.0,2.175,raw,475,0.0,0.0
105,0.0,2.175,hysteresis,461,0.0,0.0
105,0.0,2.2,raw,475,0.0,0.0
105,0.0,2.2,hysteresis,461,0.0,0.0
105,0.0,2.225,raw,475,0.0,0.0
105,0.0,2.225,hysteresis,461,0.0,0.0
105,0.0,2.25,raw,475,0.0,0.0
105,0.0,2.25,hysteresis,461,0.0,0.0
105,0.0,2.275,raw,475,0.0,0.0
105,0.0,2.275,hysteresis,461,0.0,0.0
105,0.0,2.3,raw,475,0.0,0.0
105,0.0,2.3,hysteresis,461,0.0,0.0
105,0.0,2.325,raw,475,0.0,0.0
105,0.0,2.325,hysteresis,461,0.0,0.0
105,0.0,2.3333333333333335,raw,475,0.0,0.0
105,0.0,2.3333333333333335,hysteresis,461,0.0,0.0
105,0.0,2.35,raw,475,0.0,0.0
105,0.0,2.35,hysteresis,461,0.0,0.0
105,0.0,2.375,raw,475,0.0,0.0
105,0.0,2.375,hysteresis,461,0.0,0.0
105,0.0,2.4,raw,475,0.0,0.0
105,0.0,2.4,hysteresis,461,0.0,0.0
105,0.0,2.414213562373095,raw,475,0.0,0.0
105,0.0,2.414213562373095,hysteresis,461,0.0,0.0
105,0.0,2.425,raw,475,0.0,0.0
105,0.0,2.425,hysteresis,461,0.0,0.0
105,0.0,2.45,raw,475,0.0,0.0
105,0.0,2.45,hysteresis,461,0.0,0.0
105,0.0,2.475,raw,475,0.0,0.0
105,0.0,2.475,hysteresis,461,0.0,0.0
105,0.0,2.5,raw,475,0.0,0.0
105,0.0,2.5,hysteresis,461,0.0,0.0
105,0.0,2.525,raw,475,0.0,0.0
105,0.0,2.525,hysteresis,461,0.0,0.0
105,0.0,2.55,raw,475,0.0,0.0
105,0.0,2.55,hysteresis,461,0.0,0.0
105,0.0,2.575,raw,475,0.0,0.0
105,0.0,2.575,hysteresis,461,0.0,0.0
105,0.0,2.6,raw,475,0.0,0.0
105,0.0,2.6,hysteresis,461,0.0,0.0
105,1.0,1.9,raw,558,9.094947017729282e-13,6.661338147750939e-16
105,1.0,1.9,hysteresis,512,9.094947017729282e-13,6.661338147750939e-16
105,1.0,1.925,raw,548,4.547473508864641e-13,6.661338147750939e-16
105,1.0,1.925,hysteresis,509,4.547473508864641e-13,6.661338147750939e-16
105,1.0,1.95,raw,547,4.547473508864641e-13,4.440892098500626e-16
105,1.0,1.95,hysteresis,505,2.2737367544323206e-13,4.440892098500626e-16
105,1.0,1.975,raw,542,4.547473508864641e-13,1.1102230246251565e-16
105,1.0,1.975,hysteresis,500,4.547473508864641e-13,1.1102230246251565e-16
105,1.0,2.0,raw,538,4.547473508864641e-13,1.2212453270876722e-15
105,1.0,2.0,hysteresis,494,4.547473508864641e-13,1.2212453270876722e-15
105,1.0,2.025,raw,538,4.547473508864641e-13,1.1102230246251565e-16
105,1.0,2.025,hysteresis,495,4.547473508864641e-13,1.1102230246251565e-16
105,1.0,2.05,raw,541,9.094947017729282e-13,1.1102230246251565e-16
105,1.0,2.05,hysteresis,497,9.094947017729282e-13,1.1102230246251565e-16
105,1.0,2.075,raw,533,9.094947017729282e-13,0.0
105,1.0,2.075,hysteresis,492,4.547473508864641e-13,0.0
105,1.0,2.1,raw,534,9.094947017729282e-13,8.881784197001252e-16
105,1.0,2.1,hysteresis,494,4.547473508864641e-13,8.881784197001252e-16
105,1.0,2.125,raw,531,9.094947017729282e-13,2.220446049250313e-16
105,1.0,2.125,hysteresis,489,9.094947017729282e-13,2.220446049250313e-16
105,1.0,2.15,raw,530,9.094947017729282e-13,5.551115123125783e-16
105,1.0,2.15,hysteresis,491,9.094947017729282e-13,5.551115123125783e-16
105,1.0,2.175,raw,524,9.094947017729282e-13,1.1102230246251565e-16
105,1.0,2.175,hysteresis,492,9.094947017729282e-13,1.1102230246251565e-16
105,1.0,2.2,raw,525,4.547473508864641e-13,4.440892098500626e-16
105,1.0,2.2,hysteresis,487,4.547473508864641e-13,4.440892098500626e-16
105,1.0,2.225,raw,526,2.2737367544323206e-13,7.771561172376096e-16
105,1.0,2.225,hysteresis,492,2.2737367544323206e-13,7.771561172376096e-16
105,1.0,2.25,raw,513,4.547473508864641e-13,5.551115123125783e-16
105,1.0,2.25,hysteresis,484,4.547473508864641e-13,5.551115123125783e-16
105,1.0,2.275,raw,521,9.094947017729282e-13,4.440892098500626e-16
105,1.0,2.275,hysteresis,480,9.094947017729282e-13,4.440892098500626e-16
105,1.0,2.3,raw,526,4.547473508864641e-13,6.661338147750939e-16
105,1.0,2.3,hysteresis,487,4.547473508864641e-13,6.661338147750939e-16
105,1.0,2.325,raw,506,9.094947017729282e-13,0.0
105,1.0,2.325,hysteresis,482,9.094947017729282e-13,0.0
105,1.0,2.3333333333333335,raw,514,4.547473508864641e-13,3.3306690738754696e-16
105,1.0,2.3333333333333335,hysteresis,484,4.547473508864641e-13,3.3306690738754696e-16
105,1.0,2.35,raw,512,9.094947017729282e-13,7.771561172376096e-16
105,1.0,2.35,hysteresis,478,9.094947017729282e-13,7.771561172376096e-16
105,1.0,2.375,raw,524,4.547473508864641e-13,1.1102230246251565e-16
105,1.0,2.375,hysteresis,483,4.547473508864641e-13,1.1102230246251565e-16
105,1.0,2.4,raw,518,4.547473508864641e-13,1.2212453270876722e-15
105,1.0,2.4,hysteresis,477,4.547473508864641e-13,1.2212453270876722e-15
105,1.0,2.414213562373095,raw,517,4.547473508864641e-13,4.440892098500626e-16
105,1.0,2.414213562373095,hysteresis,478,4.547473508864641e-13,4.440892098500626e-16
105,1.0,2.425,raw,522,4.547473508864641e-13,8.881784197001252e-16
105,1.0,2.425,hysteresis,475,4.547473508864641e-13,8.881784197001252e-16
105,1.0,2.45,raw,520,4.547473508864641e-13,5.551115123125783e-16
105,1.0,2.45,hysteresis,478,4.547473508864641e-13,5.551115123125783e-16
105,1.0,2.475,raw,520,9.094947017729282e-13,4.440892098500626e-16
105,1.0,2.475,hysteresis,476,9.094947017729282e-13,4.440892098500626e-16
105,1.0,2.5,raw,508,4.547473508864641e-13,3.3306690738754696e-16
105,1.0,2.5,hysteresis,476,4.547473508864641e-13,3.3306690738754696e-16
105,1.0,2.525,raw,516,9.094947017729282e-13,3.3306690738754696e-16
105,1.0,2.525,hysteresis,472,9.094947017729282e-13,3.3306690738754696e-16
105,1.0,2.55,raw,515,9.094947017729282e-13,3.3306690738754696e-16
105,1.0,2.55,hysteresis,477,9.094947017729282e-13,3.3306690738754696e-16
105,1.0,2.575,raw,508,9.094947017729282e-13,1.1102230246251565e-16
105,1.0,2.575,hysteresis,476,9.094947017729282e-13,1.1102230246251565e-16
105,1.0,2.6,raw,503,4.547473508864641e-13,8.881784197001252e-16
105,1.0,2.6,hysteresis,472,4.547473508864641e-13,8.881784197001252e-16
105,1.5,1.9,raw,614,9.094947017729282e-13,3.3306690738754696e-16
105,1.5,1.9,hysteresis,570,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,1.925,raw,604,4.547473508864641e-13,4.440892098500626e-16
105,1.5,1.925,hysteresis,563,4.547473508864641e-13,4.440892098500626e-16
105,1.5,1.95,raw,606,9.094947017729282e-13,8.881784197001252e-16
105,1.5,1.95,hysteresis,560,9.094947017729282e-13,8.881784197001252e-16
105,1.5,1.975,raw,610,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,1.975,hysteresis,557,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,2.0,raw,611,4.547473508864641e-13,1.1102230246251565e-16
105,1.5,2.0,hysteresis,556,4.547473508864641e-13,1.1102230246251565e-16
105,1.5,2.025,raw,597,4.547473508864641e-13,0.0
105,1.5,2.025,hysteresis,545,4.547473508864641e-13,0.0
105,1.5,2.05,raw,595,4.547473508864641e-13,6.661338147750939e-16
105,1.5,2.05,hysteresis,554,4.547473508864641e-13,6.661338147750939e-16
105,1.5,2.075,raw,598,9.094947017729282e-13,2.220446049250313e-16
105,1.5,2.075,hysteresis,550,9.094947017729282e-13,2.220446049250313e-16
105,1.5,2.1,raw,589,2.2737367544323206e-13,4.440892098500626e-16
105,1.5,2.1,hysteresis,544,2.2737367544323206e-13,4.440892098500626e-16
105,1.5,2.125,raw,595,2.2737367544323206e-13,3.3306690738754696e-16
105,1.5,2.125,hysteresis,537,2.2737367544323206e-13,3.3306690738754696e-16
105,1.5,2.15,raw,598,4.547473508864641e-13,2.220446049250313e-16
105,1.5,2.15,hysteresis,532,4.547473508864641e-13,2.220446049250313e-16
105,1.5,2.175,raw,584,4.547473508864641e-13,5.551115123125783e-16
105,1.5,2.175,hysteresis,532,4.547473508864641e-13,5.551115123125783e-16
105,1.5,2.2,raw,585,9.094947017729282e-13,4.440892098500626e-16
105,1.5,2.2,hysteresis,536,9.094947017729282e-13,4.440892098500626e-16
105,1.5,2.225,raw,574,9.094947017729282e-13,1.3322676295501878e-15
105,1.5,2.225,hysteresis,518,9.094947017729282e-13,1.3322676295501878e-15
105,1.5,2.25,raw,580,9.094947017729282e-13,3.3306690738754696e-16
105,1.5,2.25,hysteresis,516,9.094947017729282e-13,3.3306690738754696e-16
105,1.5,2.275,raw,573,4.547473508864641e-13,2.220446049250313e-16
105,1.5,2.275,hysteresis,518,4.547473508864641e-13,2.220446049250313e-16
105,1.5,2.3,raw,582,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,2.3,hysteresis,523,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,2.325,raw,564,9.094947017729282e-13,1.1102230246251565e-16
105,1.5,2.325,hysteresis,512,9.094947017729282e-13,1.1102230246251565e-16
105,1.5,2.3333333333333335,raw,566,4.547473508864641e-13,4.440892098500626e-16
105,1.5,2.3333333333333335,hysteresis,508,4.547473508864641e-13,4.440892098500626e-16
105,1.5,2.35,raw,556,9.094947017729282e-13,0.0
105,1.5,2.35,hysteresis,508,9.094947017729282e-13,0.0
105,1.5,2.375,raw,562,9.094947017729282e-13,9.992007221626409e-16
105,1.5,2.375,hysteresis,511,9.094947017729282e-13,9.992007221626409e-16
105,1.5,2.4,raw,563,9.094947017729282e-13,4.440892098500626e-16
105,1.5,2.4,hysteresis,509,9.094947017729282e-13,4.440892098500626e-16
105,1.5,2.414213562373095,raw,564,4.547473508864641e-13,7.771561172376096e-16
105,1.5,2.414213562373095,hysteresis,505,4.547473508864641e-13,7.771561172376096e-16
105,1.5,2.425,raw,557,9.094947017729282e-13,0.0
105,1.5,2.425,hysteresis,509,4.547473508864641e-13,0.0
105,1.5,2.45,raw,565,4.547473508864641e-13,2.220446049250313e-16
105,1.5,2.45,hysteresis,505,4.547473508864641e-13,2.220446049250313e-16
105,1.5,2.475,raw,555,9.094947017729282e-13,1.1102230246251565e-16
105,1.5,2.475,hysteresis,506,9.094947017729282e-13,1.1102230246251565e-16
105,1.5,2.5,raw,557,4.547473508864641e-13,7.771561172376096e-16
105,1.5,2.5,hysteresis,502,4.547473508864641e-13,7.771561172376096e-16
105,1.5,2.525,raw,561,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,2.525,hysteresis,500,4.547473508864641e-13,3.3306690738754696e-16
105,1.5,2.55,raw,560,9.094947017729282e-13,5.551115123125783e-16
105,1.5,2.55,hysteresis,495,4.547473508864641e-13,5.551115123125783e-16
105,1.5,2.575,raw,556,9.094947017729282e-13,8.881784197001252e-16
105,1.5,2.575,hysteresis,502,9.094947017729282e-13,8.881784197001252e-16
105,1.5,2.6,raw,541,9.094947017729282e-13,2.220446049250313e-16
105,1.5,2.6,hysteresis,492,9.094947017729282e-13,2.220446049250313e-16
105,2.0,1.9,raw,705,9.094947017729282e-13,1.3322676295501878e-15
105,2.0,1.9,hysteresis,643,9.094947017729282e-13,1.3322676295501878e-15
105,2.0,1.925,raw,683,4.547473508864641e-13,2.220446049250313e-16
105,2.0,1.925,hysteresis,634,4.547473508864641e-13,2.220446049250313e-16
105,2.0,1.95,raw,681,9.094947017729282e-13,7.771561172376096e-16
105,2.0,1.95,hysteresis,625,9.094947017729282e-13,7.771561172376096e-16
105,2.0,1.975,raw,683,4.547473508864641e-13,3.3306690738754696e-16
105,2.0,1.975,hysteresis,634,4.547473508864641e-13,3.3306690738754696e-16
105,2.0,2.0,raw,694,4.547473508864641e-13,6.661338147750939e-16
105,2.0,2.0,hysteresis,634,4.547473508864641e-13,6.661338147750939e-16
105,2.0,2.025,raw,678,4.547473508864641e-13,0.0
105,2.0,2.025,hysteresis,613,4.547473508864641e-13,0.0
105,2.0,2.05,raw,663,9.094947017729282e-13,1.1102230246251565e-16
105,2.0,2.05,hysteresis,618,4.547473508864641e-13,1.1102230246251565e-16
105,2.0,2.075,raw,676,4.547473508864641e-13,4.440892098500626e-16
105,2.0,2.075,hysteresis,613,4.547473508864641e-13,4.440892098500626e-16
105,2.0,2.1,raw,663,4.547473508864641e-13,1.1102230246251565e-16
105,2.0,2.1,hysteresis,606,4.547473508864641e-13,1.1102230246251565e-16
105,2.0,2.125,raw,663,4.547473508864641e-13,4.440892098500626e-16
105,2.0,2.125,hysteresis,594,4.547473508864641e-13,4.440892098500626e-16
105,2.0,2.15,raw,653,9.094947017729282e-13,3.3306690738754696e-16
105,2.0,2.15,hysteresis,598,9.094947017729282e-13,3.3306690738754696e-16
105,2.0,2.175,raw,662,4.547473508864641e-13,7.771561172376096e-16
105,2.0,2.175,hysteresis,598,4.547473508864641e-13,7.771561172376096e-16
105,2.0,2.2,raw,645,4.547473508864641e-13,9.992007221626409e-16
105,2.0,2.2,hysteresis,588,4.547473508864641e-13,9.992007221626409e-16
105,2.0,2.225,raw,641,9.094947017729282e-13,0.0
105,2.0,2.225,hysteresis,578,9.094947017729282e-13,0.0
105,2.0,2.25,raw,641,9.094947017729282e-13,0.0
105,2.0,2.25,hysteresis,576,9.094947017729282e-13,0.0
105,2.0,2.275,raw,640,9.094947017729282e-13,1.3322676295501878e-15
105,2.0,2.275,hysteresis,565,4.547473508864641e-13,1.3322676295501878e-15
105,2.0,2.3,raw,638,9.094947017729282e-13,6.661338147750939e-16
105,2.0,2.3,hysteresis,575,9.094947017729282e-13,6.661338147750939e-16
105,2.0,2.325,raw,636,9.094947017729282e-13,1.1102230246251565e-15
105,2.0,2.325,hysteresis,564,9.094947017729282e-13,1.1102230246251565e-15
105,2.0,2.3333333333333335,raw,636,9.094947017729282e-13,6.661338147750939e-16
105,2.0,2.3333333333333335,hysteresis,563,9.094947017729282e-13,6.661338147750939e-16
105,2.0,2.35,raw,625,4.547473508864641e-13,7.771561172376096e-16
105,2.0,2.35,hysteresis,563,4.547473508864641e-13,7.771561172376096e-16
105,2.0,2.375,raw,621,9.094947017729282e-13,8.881784197001252e-16
105,2.0,2.375,hysteresis,567,9.094947017729282e-13,8.881784197001252e-16
105,2.0,2.4,raw,627,9.094947017729282e-13,2.220446049250313e-16
105,2.0,2.4,hysteresis,554,9.094947017729282e-13,2.220446049250313e-16
105,2.0,2.414213562373095,raw,621,4.547473508864641e-13,2.220446049250313e-16
105,2.0,2.414213562373095,hysteresis,548,4.547473508864641e-13,2.220446049250313e-16
105,2.0,2.425,raw,615,9.094947017729282e-13,6.661338147750939e-16
105,2.0,2.425,hysteresis,558,9.094947017729282e-13,6.661338147750939e-16
105,2.0,2.45,raw,610,4.547473508864641e-13,3.3306690738754696e-16
105,2.0,2.45,hysteresis,549,2.2737367544323206e-13,3.3306690738754696e-16
105,2.0,2.475,raw,614,9.094947017729282e-13,2.220446049250313e-16
105,2.0,2.475,hysteresis,543,9.094947017729282e-13,2.220446049250313e-16
105,2.0,2.5,raw,618,9.094947017729282e-13,9.992007221626409e-16
105,2.0,2.5,hysteresis,542,9.094947017729282e-13,9.992007221626409e-16
105,2.0,2.525,raw,613,9.094947017729282e-13,3.3306690738754696e-16
105,2.0,2.525,hysteresis,542,9.094947017729282e-13,3.3306690738754696e-16
105,2.0,2.55,raw,599,4.547473508864641e-13,9.992007221626409e-16
105,2.0,2.55,hysteresis,529,2.2737367544323206e-13,9.992007221626409e-16
105,2.0,2.575,raw,620,9.094947017729282e-13,1.3322676295501878e-15
105,2.0,2.575,hysteresis,530,9.094947017729282e-13,1.3322676295501878e-15
105,2.0,2.6,raw,598,4.547473508864641e-13,2.220446049250313e-16
105,2.0,2.6,hysteresis,537,4.547473508864641e-13,2.220446049250313e-16
105,3.0,1.9,raw,809,4.547473508864641e-13,2.220446049250313e-16
105,3.0,1.9,hysteresis,772,4.547473508864641e-13,2.220446049250313e-16
105,3.0,1.925,raw,833,9.094947017729282e-13,1.1102230246251565e-15
105,3.0,1.925,hysteresis,772,9.094947017729282e-13,1.1102230246251565e-15
105,3.0,1.95,raw,810,4.547473508864641e-13,0.0
105,3.0,1.95,hysteresis,752,4.547473508864641e-13,0.0
105,3.0,1.975,raw,819,9.094947017729282e-13,2.220446049250313e-16
105,3.0,1.975,hysteresis,773,9.094947017729282e-13,2.220446049250313e-16
105,3.0,2.0,raw,834,9.094947017729282e-13,6.661338147750939e-16
105,3.0,2.0,hysteresis,773,9.094947017729282e-13,6.661338147750939e-16
105,3.0,2.025,raw,819,4.547473508864641e-13,0.0
105,3.0,2.025,hysteresis,753,4.547473508864641e-13,0.0
105,3.0,2.05,raw,817,4.547473508864641e-13,1.1102230246251565e-16
105,3.0,2.05,hysteresis,764,4.547473508864641e-13,1.1102230246251565e-16
105,3.0,2.075,raw,820,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.075,hysteresis,750,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.1,raw,808,9.094947017729282e-13,1.1102230246251565e-16
105,3.0,2.1,hysteresis,744,4.547473508864641e-13,1.1102230246251565e-16
105,3.0,2.125,raw,810,1.1368683772161603e-12,4.440892098500626e-16
105,3.0,2.125,hysteresis,737,1.1368683772161603e-12,4.440892098500626e-16
105,3.0,2.15,raw,797,9.094947017729282e-13,9.992007221626409e-16
105,3.0,2.15,hysteresis,726,4.547473508864641e-13,9.992007221626409e-16
105,3.0,2.175,raw,793,4.547473508864641e-13,1.1102230246251565e-16
105,3.0,2.175,hysteresis,725,4.547473508864641e-13,1.1102230246251565e-16
105,3.0,2.2,raw,801,9.094947017729282e-13,1.1102230246251565e-16
105,3.0,2.2,hysteresis,712,9.094947017729282e-13,1.1102230246251565e-16
105,3.0,2.225,raw,792,9.094947017729282e-13,0.0
105,3.0,2.225,hysteresis,717,9.094947017729282e-13,0.0
105,3.0,2.25,raw,794,4.547473508864641e-13,4.440892098500626e-16
105,3.0,2.25,hysteresis,712,4.547473508864641e-13,4.440892098500626e-16
105,3.0,2.275,raw,782,9.094947017729282e-13,2.220446049250313e-16
105,3.0,2.275,hysteresis,706,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.3,raw,779,4.547473508864641e-13,6.661338147750939e-16
105,3.0,2.3,hysteresis,701,4.547473508864641e-13,6.661338147750939e-16
105,3.0,2.325,raw,778,4.547473508864641e-13,7.771561172376096e-16
105,3.0,2.325,hysteresis,699,4.547473508864641e-13,7.771561172376096e-16
105,3.0,2.3333333333333335,raw,771,4.547473508864641e-13,6.661338147750939e-16
105,3.0,2.3333333333333335,hysteresis,685,4.547473508864641e-13,6.661338147750939e-16
105,3.0,2.35,raw,762,4.547473508864641e-13,7.771561172376096e-16
105,3.0,2.35,hysteresis,687,4.547473508864641e-13,7.771561172376096e-16
105,3.0,2.375,raw,773,4.547473508864641e-13,5.551115123125783e-16
105,3.0,2.375,hysteresis,685,4.547473508864641e-13,5.551115123125783e-16
105,3.0,2.4,raw,764,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.4,hysteresis,671,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.414213562373095,raw,761,9.094947017729282e-13,8.881784197001252e-16
105,3.0,2.414213562373095,hysteresis,676,4.547473508864641e-13,8.881784197001252e-16
105,3.0,2.425,raw,748,9.094947017729282e-13,7.771561172376096e-16
105,3.0,2.425,hysteresis,672,9.094947017729282e-13,7.771561172376096e-16
105,3.0,2.45,raw,732,9.094947017729282e-13,7.771561172376096e-16
105,3.0,2.45,hysteresis,658,9.094947017729282e-13,7.771561172376096e-16
105,3.0,2.475,raw,739,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.475,hysteresis,669,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.5,raw,737,9.094947017729282e-13,7.771561172376096e-16
105,3.0,2.5,hysteresis,658,9.094947017729282e-13,7.771561172376096e-16
105,3.0,2.525,raw,741,9.094947017729282e-13,6.661338147750939e-16
105,3.0,2.525,hysteresis,653,9.094947017729282e-13,6.661338147750939e-16
105,3.0,2.55,raw,736,4.547473508864641e-13,1.3322676295501878e-15
105,3.0,2.55,hysteresis,652,4.547473508864641e-13,1.3322676295501878e-15
105,3.0,2.575,raw,727,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.575,hysteresis,652,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.6,raw,719,4.547473508864641e-13,2.220446049250313e-16
105,3.0,2.6,hysteresis,633,4.547473508864641e-13,2.220446049250313e-16
105,4.0,1.9,raw,881,9.094947017729282e-13,2.220446049250313e-16
105,4.0,1.9,hysteresis,853,4.547473508864641e-13,2.220446049250313e-16
105,4.0,1.925,raw,884,9.094947017729282e-13,2.220446049250313e-16
105,4.0,1.925,hysteresis,857,9.094947017729282e-13,2.220446049250313e-16
105,4.0,1.95,raw,892,4.547473508864641e-13,8.881784197001252e-16
105,4.0,1.95,hysteresis,849,4.547473508864641e-13,8.881784197001252e-16
105,4.0,1.975,raw,905,9.094947017729282e-13,2.220446049250313e-16
105,4.0,1.975,hysteresis,865,9.094947017729282e-13,2.220446049250313e-16
105,4.0,2.0,raw,909,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.0,hysteresis,872,4.547473508864641e-13,6.661338147750939e-16
105,4.0,2.025,raw,906,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.025,hysteresis,858,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.05,raw,912,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.05,hysteresis,865,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.075,raw,910,4.547473508864641e-13,0.0
105,4.0,2.075,hysteresis,869,4.547473508864641e-13,0.0
105,4.0,2.1,raw,918,4.547473508864641e-13,8.881784197001252e-16
105,4.0,2.1,hysteresis,882,4.547473508864641e-13,8.881784197001252e-16
105,4.0,2.125,raw,909,9.094947017729282e-13,1.1102230246251565e-15
105,4.0,2.125,hysteresis,862,9.094947017729282e-13,1.1102230246251565e-15
105,4.0,2.15,raw,919,4.547473508864641e-13,1.1102230246251565e-15
105,4.0,2.15,hysteresis,847,4.547473508864641e-13,1.1102230246251565e-15
105,4.0,2.175,raw,909,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.175,hysteresis,844,4.547473508864641e-13,6.661338147750939e-16
105,4.0,2.2,raw,909,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.2,hysteresis,844,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.225,raw,911,4.547473508864641e-13,2.220446049250313e-16
105,4.0,2.225,hysteresis,846,4.547473508864641e-13,2.220446049250313e-16
105,4.0,2.25,raw,912,4.547473508864641e-13,8.881784197001252e-16
105,4.0,2.25,hysteresis,847,4.547473508864641e-13,8.881784197001252e-16
105,4.0,2.275,raw,914,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.275,hysteresis,836,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.3,raw,887,9.094947017729282e-13,3.3306690738754696e-16
105,4.0,2.3,hysteresis,823,9.094947017729282e-13,3.3306690738754696e-16
105,4.0,2.325,raw,911,4.547473508864641e-13,3.3306690738754696e-16
105,4.0,2.325,hysteresis,839,4.547473508864641e-13,3.3306690738754696e-16
105,4.0,2.3333333333333335,raw,900,4.547473508864641e-13,1.887379141862766e-15
105,4.0,2.3333333333333335,hysteresis,823,4.547473508864641e-13,1.887379141862766e-15
105,4.0,2.35,raw,889,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.35,hysteresis,809,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.375,raw,900,9.094947017729282e-13,4.440892098500626e-16
105,4.0,2.375,hysteresis,814,9.094947017729282e-13,4.440892098500626e-16
105,4.0,2.4,raw,909,4.547473508864641e-13,3.3306690738754696e-16
105,4.0,2.4,hysteresis,802,4.547473508864641e-13,3.3306690738754696e-16
105,4.0,2.414213562373095,raw,900,9.094947017729282e-13,1.1102230246251565e-15
105,4.0,2.414213562373095,hysteresis,797,9.094947017729282e-13,1.1102230246251565e-15
105,4.0,2.425,raw,882,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.425,hysteresis,797,9.094947017729282e-13,6.661338147750939e-16
105,4.0,2.45,raw,877,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.45,hysteresis,768,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.475,raw,896,9.094947017729282e-13,3.3306690738754696e-16
105,4.0,2.475,hysteresis,798,9.094947017729282e-13,3.3306690738754696e-16
105,4.0,2.5,raw,883,9.094947017729282e-13,4.440892098500626e-16
105,4.0,2.5,hysteresis,788,4.547473508864641e-13,4.440892098500626e-16
105,4.0,2.525,raw,866,9.094947017729282e-13,4.440892098500626e-16
105,4.0,2.525,hysteresis,777,9.094947017729282e-13,4.440892098500626e-16
105,4.0,2.55,raw,857,9.094947017729282e-13,3.3306690738754696e-16
105,4.0,2.55,hysteresis,757,4.547473508864641e-13,3.3306690738754696e-16
105,4.0,2.575,raw,849,4.547473508864641e-13,3.3306690738754696e-16
105,4.0,2.575,hysteresis,767,4.547473508864641e-13,3.3306690738754696e-16
