r,delta,seed,dt,rule,cycles,mean_N,median_N,integer_fraction,band1,band2,band3,event_R1,event_R2,interval_R,next2_given2,event_Omega
0.0,0.0,303,0.005,hysteresis,459,2.42102946448243,2.337474450635564,0.12854030501089325,0.0,0.10457516339869281,0.0196078431372549,0.03238454157083102,0.04012864468848802,0.38372800585726835,0.0625,0.9637773383448499
0.0,2.0,303,0.005,raw,675,1.6471419405769483,1.9324698679677692,0.3111111111111111,0.16296296296296298,0.13777777777777778,0.01037037037037037,0.6690834283068197,0.215484879551083,0.3711194124137535,0.16129032258064516,1.4165951797184104
0.0,2.0,303,0.005,hysteresis,608,1.828652647844474,2.0728885969472763,0.34375,0.12828947368421054,0.19901315789473684,0.01644736842105263,0.6875573276727045,0.25492993915112666,0.41461867200321695,0.19834710743801653,1.2759849915093238
0.0,4.0,303,0.005,raw,949,1.1716630967734531,1.0352289063211046,0.40990516332982085,0.3561643835616438,0.05268703898840885,0.001053740779768177,0.8209038292499873,0.453137048606105,0.5568283906717055,0.06,1.9914712170750353
0.0,4.0,303,0.005,hysteresis,886,1.2549754840158092,1.051887319677689,0.4616252821670429,0.3623024830699774,0.09706546275395034,0.002257336343115124,0.8456289110109121,0.5113951272661974,0.6275777527951218,0.1511627906976744,1.8592660677855442
0.5,0.0,303,0.005,raw,474,2.3440493979786194,2.3100944810638993,0.1350210970464135,0.0,0.11392405063291139,0.0189873417721519,0.03413894499393285,0.07416538655312777,0.3305908167229499,0.1111111111111111,0.9954283964089975
0.5,0.0,303,0.005,hysteresis,454,2.4473114859952987,2.3281325173310847,0.14317180616740088,0.0,0.11013215859030837,0.019823788546255508,0.027609942828647958,0.08389072096838639,0.33687198505305704,0.1,0.9534271982482804
0.5,2.0,303,0.005,raw,625,1.7789565976771715,2.059566064850061,0.2768,0.1264,0.1456,0.0048,0.5951031656716992,0.15749473058782668,0.3044310116363407,0.18681318681318682,1.311630276073079
0.5,2.0,303,0.005,hysteresis,547,2.032628653653075,2.138227972442738,0.2979890310786106,0.0712979890310786,0.21206581352833637,0.014625228519195612,0.5962435407516198,0.2028388812705388,0.33026897981840936,0.2413793103448276,1.1479388176191587
0.5,4.0,303,0.005,raw,785,1.4165072125419338,1.1206633663030903,0.33121019108280253,0.23439490445859873,0.09554140127388536,0.0012738853503184713,0.751159296110012,0.3404338108790875,0.46419141137524694,0.16,1.6472442305084687
0.5,4.0,303,0.005,hysteresis,720,1.544386335896414,1.1847181933734299,0.3625,0.21388888888888888,0.14583333333333334,0.002777777777777778,0.7684281827881102,0.379154620611714,0.5105645809798117,0.23809523809523808,1.51084821142178
0.0,0.0,304,0.00125,raw,472,2.3537819731143594,2.3260851108136538,0.125,0.00423728813559322,0.08898305084745763,0.0211864406779661,0.008154928106975016,0.041719107701426374,0.3314905159945937,0.12195121951219512,0.9913124324960438
0.0,0.0,304,0.00125,hysteresis,453,2.4525057203310765,2.3442408901567067,0.11920529801324503,0.0,0.08609271523178808,0.019867549668874173,0.009184155655441307,0.03704619966305749,0.3559813985434706,0.13157894736842105,0.9514079066116691
0.0,2.0,304,0.00125,raw,714,1.5558578210315617,1.2653960596289227,0.3081232492997199,0.18347338935574228,0.11484593837535013,0.008403361344537815,0.6855803098903227,0.2474164985475871,0.39217010891601606,0.12345679012345678,1.499708586345179
0.0,2.0,304,0.00125,hysteresis,628,1.7689211532110423,2.04627764702421,0.34235668789808915,0.1624203821656051,0.1624203821656051,0.01751592356687898,0.7240042448896445,0.3283397239418948,0.4602812815699981,0.2079207920792079,1.3190714176817542
0.0,4.0,304,0.00125,raw,980,1.134302239249274,1.0196427614271157,0.42346938775510207,0.3795918367346939,0.04285714285714286,0.0010204081632653062,0.8345701521487169,0.49281815532523837,0.5762559928844971,0.09523809523809523,2.057064909681943
0.0,4.0,304,0.00125,hysteresis,921,1.206195513814806,1.0351481855097482,0.47122692725298587,0.38219326818675353,0.08794788273615635,0.0010857763300760044,0.8551251218044282,0.540558532237113,0.6437660001742047,0.16049382716049382,1.9344569819811013
0.5,0.0,304,0.00125,raw,475,2.338579228585658,2.3163065635287414,0.15368421052631578,0.002105263157894737,0.12,0.031578947368421054,0.02790734571199041,0.013324542855532034,0.3140296670549292,0.14285714285714285,0.9977568024259338
0.5,0.0,304,0.00125,hysteresis,453,2.452152612755381,2.3359164504338894,0.1456953642384106,0.0,0.11258278145695365,0.026490066225165563,0.02172809381660967,0.01753334311159236,0.3305259653562862,0.16,0.951544908418838
0.5,2.0,304,0.00125,raw,650,1.7087964558607267,2.0236872316250727,0.2815384615384615,0.12153846153846154,0.14461538461538462,0.015384615384615385,0.6151919574079654,0.16485912998255992,0.3427852993773471,0.1935483870967742,1.3654834812716332
