r,delta,rule,seed,cycles,mean_N,median_N,integer_fraction,band1,band2,band3,event_R1,event_R2,interval_R,next2_given2,event_Omega,Q2,phase_drift2,residual_variance
0,1.5,raw,205,600,1.853088483474412,2.126828407708702,0.22333333333333333,0.095,0.10833333333333334,0.018333333333333333,0.5541018268401559,0.12726782401569736,0.25981475367733786,0.15384615384615385,1.2591591573428245,0.0063197397559238075,0.17089426964677656,0.43350006234806787
0,1.5,raw,206,561,1.9847444400605518,2.1617943545023453,0.23885918003565063,0.09803921568627451,0.1354723707664884,0.0053475935828877,0.5468001630370143,0.13991331027287626,0.30831750950229,0.21052631578947367,1.1756341452515402,0.0081043984534598,0.017626222879261633,0.5224031337791281
0,1.5,raw,207,572,1.9441321803728797,2.158505542851718,0.23776223776223776,0.0944055944055944,0.12937062937062938,0.013986013986013986,0.5510223350530515,0.1275487582222625,0.28579634935006887,0.17567567567567569,1.2001927424943943,0.015606603316867433,0.06666572032352702,0.49585318469347517
0,1.5,raw,208,606,1.836512541387336,2.120008837201119,0.27722772277227725,0.15346534653465346,0.11221122112211221,0.01155115511551155,0.5573778153199842,0.1615277267148969,0.3393376424089532,0.14705882352941177,1.2705240398580069,0.007103204343780908,0.20907131984429395,0.49005078663961993
0,1.5,hysteresis,101,543,2.047982458192071,2.1535663583534146,0.3020257826887661,0.09023941068139964,0.19337016574585636,0.01841620626151013,0.6055153122267953,0.21342279682091275,0.34757713029240206,0.3333333333333333,1.139332675433737,0.007525841078282949,0.20076916301962866,0.4218199339339706
0,1.5,hysteresis,102,521,2.134278894533964,2.2159126363208035,0.21113243761996162,0.04990403071017274,0.14395393474088292,0.01727447216890595,0.5377281686262562,0.11476559734399891,0.2791819007989174,0.16,1.0932654299816025,0.011883280936042797,0.07505629894939636,0.5058727365379692
0,1.5,hysteresis,103,536,2.0745582013911794,2.1864196352811276,0.24440298507462688,0.07276119402985075,0.15298507462686567,0.016791044776119403,0.5755262572182452,0.17365284542179904,0.3160231304656072,0.34146341463414637,1.1247374654365552,0.004230332019600306,0.19253163323337752,0.4649417001244589
0,1.5,hysteresis,104,514,2.1653064374540323,2.2240293069924864,0.19066147859922178,0.03696498054474708,0.13618677042801555,0.017509727626459144,0.4994177753832733,0.15269344707305266,0.32015672104545523,0.24285714285714285,1.0775995918974255,0.0034008741860465205,0.0427373868108849,0.603109529564106
0,1.5,hysteresis,105,507,2.19292728095577,2.2242136507162082,0.21893491124260356,0.04339250493096647,0.15187376725838264,0.021696252465483234,0.541752982119404,0.14260006370720416,0.31399655252942377,0.2077922077922078,1.0640267707903062,0.010139761136471822,0.029172754621387575,0.5446158108984949
0,1.5,hysteresis,106,540,2.0586573693312182,2.1942893344745507,0.2351851851851852,0.07592592592592592,0.13148148148148148,0.027777777777777776,0.5745318667847027,0.16913817646974003,0.26516565619511046,0.1267605633802817,1.1334248078840565,0.00431364410504176,0.1734648782730952,0.4856183618105728
0,1.5,hysteresis,107,509,2.184778783635293,2.2202971814201584,0.19646365422396855,0.0275049115913556,0.15324165029469547,0.0137524557956778,0.533598462760614,0.12001099817769408,0.3110434442481302,0.24358974358974358,1.06799523631901,0.015199300291637975,0.025153116969137024,0.6091150810190503
0,1.5,hysteresis,108,518,2.146518370357312,2.2204545565969473,0.20463320463320464,0.0444015444015444,0.14671814671814673,0.013513513513513514,0.5360731304493941,0.11287122587181814,0.26620703095106846,0.14473684210526316,1.0870316162003888,0.01225972049553475,0.07947398229656777,0.4891124519340047
0,1.5,hysteresis,201,533,2.089871289757291,2.2037984276799487,0.24765478424015008,0.075046904315197,0.14821763602251406,0.0225140712945591,0.5464403086051505,0.15631823713539486,0.29163908415540357,0.20253164556962025,1.1164961903487927,0.0111337307205444,0.14674417956821273,0.47003802843544246
0,1.5,hysteresis,202,535,2.073702807148257,2.1995443728964523,0.27476635514018694,0.08971962616822429,0.15700934579439252,0.028037383177570093,0.5644358185566859,0.20162850633343035,0.3284879813473336,0.27380952380952384,1.1252014152124907,0.0035421725470551574,0.16244812836816092,0.5355321434496138
0,1.5,hysteresis,203,523,2.1210598594969974,2.20442282697167,0.25239005736137665,0.0745697896749522,0.1491395793499044,0.028680688336520075,0.5645639333732158,0.1727469620047965,0.3262732084505481,0.23376623376623376,1.1000789642432234,0.010173355351394854,0.11182440593468979,0.5219077166881204
0,1.5,hysteresis,204,547,2.031400149250976,2.165245069361791,0.27787934186471663,0.08957952468007313,0.16270566727605118,0.025594149908592323,0.6130695458196851,0.18636496094962043,0.3152282069273564,0.25,1.1486330421870292,0.026158756328574975,0.20906433160519278,0.41509672027425015
0,1.5,hysteresis,205,529,2.1018016825796733,2.1882675583995197,0.23251417769376181,0.06805293005671077,0.1285444234404537,0.034026465028355386,0.5763618313251482,0.19564232519466648,0.2850915239831746,0.14705882352941177,1.110158657057257,0.0063197397559238075,0.17089426964677656,0.43350006234806787
0,1.5,hysteresis,206,511,2.178946440066477,2.2104866233531615,0.22504892367906065,0.04892367906066536,0.15851272015655576,0.015655577299412915,0.5421737507167942,0.1566472835985823,0.30846041797755175,0.24691358024691357,1.0708539184020267,0.0081043984534598,0.017626222879261633,0.5224031337791281
0,1.5,hysteresis,207,511,2.1720225839735274,2.209821066442849,0.22113502935420742,0.05283757338551859,0.14481409001956946,0.023483365949119372,0.5601492383760405,0.15408655272232347,0.28234371475257813,0.21621621621621623,1.0742675285929586,0.015606603316867433,0.06666572032352702,0.49585318469347517
0,1.5,hysteresis,208,533,2.0880424016523933,2.1983294063737233,0.2682926829268293,0.09568480300187618,0.14821763602251406,0.0225140712945591,0.5588575195047775,0.19938017910816883,0.34072514877725346,0.17721518987341772,1.1174741142645506,0.007103204343780908,0.20907131984429395,0.49005078663961993
0,2,raw,101,686,1.622408014422887,1.538163770699437,0.31486880466472306,0.1924198250728863,0.12244897959183673,0.0,0.6742787157605008,0.2406084032756407,0.3740348499311141,0.19047619047619047,1.4381914491240557,0.005550609943922559,0.5442915183622636,0.42181993615365687
0,2,raw,102,632,1.760884476099491,2.0761034991143035,0.27689873417721517,0.1439873417721519,0.11708860759493671,0.015822784810126583,0.6357726584407922,0.16129971983719807,0.31847155723995807,0.10810810810810811,1.325091659903701,0.015216498802963193,0.318067429856594,0.5058727304826769
0,2,raw,103,669,1.6621256555744026,1.9890228554922869,0.29895366218236175,0.19133034379671152,0.10164424514200299,0.005979073243647235,0.6625410413018787,0.2308911426120172,0.3975405249377857,0.19117647058823528,1.4038248705853544,0.0025808378416517907,0.47322695010016025,0.4649416899296568
0,2,raw,104,629,1.7694480561953891,2.1002075415060264,0.24006359300476948,0.14626391096979333,0.09379968203497616,0.0,0.6126671250108756,0.1835154508955432,0.32740606740362976,0.11864406779661017,1.3186786270236115,0.0031170110709593368,0.30225460074794164,0.6031095390506006
