r,delta,seed,sample_dt,rule,cycles,mean_N,median_N,integer_fraction,band1,band2,band3,event_R1,event_R2,interval_R,next2_given2,event_Omega
0.0,0.0,203,0.2,raw,475,2.3360125164474,2.3221879945961015,0.11789473684210526,0.002105263157894737,0.09263157894736843,0.018947368421052633,0.025886468750747745,0.03002725282893879,0.43791595699312347,0.13953488372093023,0.9988530955655402
0.0,0.0,203,0.2,hysteresis,451,2.4603236037971516,2.340197783521484,0.11086474501108648,0.0,0.082039911308204,0.019955654101995565,0.029576528172889142,0.02190037756697561,0.4585674182996705,0.1388888888888889,0.9483847286317024
0.0,1.0,203,0.05,raw,529,2.0978591300537026,2.238405181692586,0.18147448015122875,0.054820415879017016,0.10586011342155009,0.020793950850661626,0.4221374541068478,0.05779283247473597,0.305008710687619,0.16071428571428573,1.1122450024914698
0.0,1.0,203,0.05,hysteresis,484,2.2929080161124147,2.279636116392777,0.16942148760330578,0.01652892561983471,0.11983471074380166,0.028925619834710745,0.40902014059235126,0.05834649504108632,0.34075458846433115,0.2413793103448276,1.0176305882908723
0.0,1.0,203,0.2,raw,528,2.1018322194635797,2.2411878085864014,0.18181818181818182,0.05303030303030303,0.10795454545454546,0.020833333333333332,0.4162952291782052,0.05573617256482122,0.3092442734327916,0.15789473684210525,1.1101425278982715
0.0,1.0,203,0.2,hysteresis,483,2.297655097053355,2.283044217479112,0.16977225672877846,0.016563146997929608,0.12008281573498965,0.028985507246376812,0.40426432335165663,0.055830922837986845,0.3424595485100374,0.2413793103448276,1.0155281079069418
0.0,1.5,203,0.05,raw,582,1.9069504682125251,2.161417435794071,0.24570446735395188,0.11512027491408934,0.11855670103092783,0.012027491408934709,0.5566929867669327,0.1333981647198646,0.30076110096951336,0.18840579710144928,1.2235940955091913
0.0,1.5,203,0.05,hysteresis,522,2.1251229448067877,2.2046148528638505,0.2567049808429119,0.07471264367816093,0.1532567049808429,0.028735632183908046,0.5640256412955988,0.17291556855821272,0.32653570929039316,0.26582278481012656,1.0979756907878455
0.0,1.5,203,0.2,raw,582,1.9069477156245744,2.1627757851172547,0.23539518900343642,0.10996563573883161,0.1134020618556701,0.012027491408934709,0.5489734255561891,0.12699112035348778,0.2969223782194605,0.19696969696969696,1.2235958617088285
0.0,1.5,203,0.2,hysteresis,521,2.129215093096626,2.2060318112610764,0.2514395393474088,0.07293666026871401,0.14971209213051823,0.028790786948176585,0.558973776750268,0.1689110068289646,0.3264208620900967,0.2727272727272727,1.0958654862528934
0.0,2.0,203,0.05,raw,652,1.702273025318441,2.0257706661728907,0.2791411042944785,0.17791411042944785,0.09202453987730061,0.009202453987730062,0.6493927923180657,0.20305859598347148,0.3413395634514508,0.1,1.3707162709089167
0.0,2.0,203,0.05,hysteresis,584,1.9004828981294923,2.130577654426598,0.3065068493150685,0.1386986301369863,0.14726027397260275,0.02054794520547945,0.6670736429853685,0.25497971169892963,0.38371215457988295,0.1511627906976744,1.2277581322251647
0.0,2.0,203,0.2,raw,645,1.7207449127632093,2.060259385301531,0.2713178294573643,0.17054263565891473,0.09147286821705426,0.009302325581395349,0.6436983668924599,0.19943063731720376,0.3376770064313502,0.11864406779661017,1.3560018780392131
0.0,2.0,203,0.2,hysteresis,578,1.9202084234122316,2.1367965422856017,0.30103806228373703,0.13321799307958476,0.1453287197231834,0.02249134948096886,0.6636243106511398,0.2544113526636796,0.38172004781567115,0.17857142857142858,1.2151458690025816
0.0,3.0,203,0.05,raw,799,1.3891348643900054,1.1094530470274206,0.327909887359199,0.26533166458072593,0.060075093867334166,0.0025031289111389237,0.7509117308724432,0.32136921123167017,0.43362555931992264,0.125,1.6797025207181326
0.0,3.0,203,0.05,hysteresis,707,1.5698992314676299,1.2009426273714099,0.3606789250353607,0.24045261669024046,0.11456859971711457,0.005657708628005658,0.7803597791004424,0.38450264846706583,0.5198799240999654,0.2345679012345679,1.4862949713988982
0.0,3.0,203,0.2,raw,796,1.3943679618905782,1.1119383951415631,0.32160804020100503,0.2613065326633166,0.05778894472361809,0.002512562814070352,0.7440563324949714,0.3123143379854089,0.4226925988717911,0.10869565217391304,1.6733985555503172
0.0,3.0,203,0.2,hysteresis,706,1.5721202516500008,1.2062185086810975,0.35410764872521244,0.23654390934844194,0.11189801699716714,0.0056657223796034,0.7751944554229306,0.37584358122575195,0.5083644432652357,0.22784810126582278,1.4841952012795527
