r,delta,seed,factor,cycles,mean_N,median_N,integer_fraction,band1,band2,band3,event_R1,event_R2,interval_R,next2_given2,event_Omega
0.0,4.0,204,0.1,927,1.200635595616884,1.0326467136038444,0.43042071197411,0.36893203883495146,0.06040992448759439,0.0010787486515641855,0.8355496395544066,0.48650749470723137,0.5802485633232011,0.08928571428571429,1.9434150893506301
0.0,4.0,204,0.25,870,1.2792979277435075,1.0446933771598497,0.4735632183908046,0.3724137931034483,0.09885057471264368,0.0022988505747126436,0.856043316696136,0.5371201961210569,0.6406337311416163,0.18604651162790697,1.8239170741478405
0.0,4.0,204,0.5,791,1.4070659887950079,1.0756028312151458,0.5208596713021492,0.34892541087231355,0.16940581542351454,0.0025284450063211127,0.8717920947087635,0.5808258336223094,0.6912476955334036,0.22388059701492538,1.6582970179895884
0.5,0.0,204,0.1,476,2.3348615136644812,2.324761258149281,0.12815126050420167,0.0021008403361344537,0.10504201680672269,0.02100840336134454,0.01091089717395409,0.027673803746111707,0.36791852452150736,0.04081632653061224,0.9993454942307267
0.5,0.0,204,0.25,458,2.4223071895643655,2.3372727483682816,0.12445414847161572,0.0,0.10043668122270742,0.015283842794759825,0.009506605766274401,0.027193229082043288,0.3659997823784144,0.043478260869565216,0.9632689624939629
0.5,0.0,204,0.5,402,2.7522973829017476,2.350858411384518,0.11691542288557213,0.0,0.08706467661691543,0.007462686567164179,0.008515060842102896,0.015435679166386678,0.40424319033181705,0.05714285714285714,0.8477766057653622
0.5,1.0,204,0.1,511,2.174498697542148,2.2413631030879784,0.21135029354207435,0.03522504892367906,0.14677103718199608,0.029354207436399216,0.41673827776907874,0.07865149879722728,0.2535432355241816,0.14864864864864866,1.073044254278339
0.5,1.0,204,0.25,488,2.276985316483683,2.2654916057158303,0.21106557377049182,0.014344262295081968,0.1598360655737705,0.03483606557377049,0.40066731862587945,0.07255423794732893,0.26187296331636856,0.19480519480519481,1.0247467633812708
0.5,1.0,204,0.5,448,2.473591649271831,2.324155876902469,0.18973214285714285,0.002232142857142857,0.13839285714285715,0.03125,0.36513055619722035,0.04774226481693426,0.275906941716834,0.14754098360655737,0.9432977080191123
0.5,1.5,204,0.1,558,1.994777721763521,2.1596453392959836,0.25985663082437277,0.08602150537634409,0.16129032258064516,0.012544802867383513,0.5471734269084492,0.1557587829002606,0.26375313581672033,0.24719101123595505,1.169720970851081
0.5,1.5,204,0.25,521,2.132691792427085,2.194499005816677,0.2667946257197697,0.05182341650671785,0.18618042226487524,0.028790786948176585,0.5376343937914904,0.16235447289994812,0.27021352896162415,0.2604166666666667,1.0940790139572443
0.5,1.5,204,0.5,470,2.3641115401159825,2.254332998761045,0.2680851063829787,0.00851063829787234,0.2,0.03829787234042553,0.503921370446139,0.1333575647891221,0.26353109433491534,0.26881720430107525,0.9869810682531762
0.5,2.0,204,0.1,615,1.809906154734962,2.0747673718205877,0.3024390243902439,0.12845528455284552,0.16747967479674797,0.0065040650406504065,0.6410006597058137,0.21061656238790818,0.3370426021199289,0.2647058823529412,1.2892012810879805
0.5,2.0,204,0.25,569,1.9562254572267164,2.1278975726969795,0.31282952548330406,0.10193321616871705,0.19507908611599298,0.015817223198594025,0.6416235899250577,0.22925470054727437,0.34685989425134883,0.3090909090909091,1.1927732177870907
0.5,2.0,204,0.5,500,2.222229615721174,2.182643959851201,0.316,0.028,0.242,0.04,0.6162881520700265,0.20843439322630797,0.3447821100195429,0.3416666666666667,1.049996506583368
0.5,3.0,204,0.1,715,1.5567817665801769,1.2071530800148447,0.35804195804195804,0.213986013986014,0.13986013986013987,0.004195804195804196,0.7443156846824427,0.3290867055001696,0.4731729349389922,0.20202020202020202,1.4988185135666299
0.5,3.0,204,0.25,670,1.6613417359773532,1.9809164333022011,0.36716417910447763,0.18358208955223881,0.1761194029850746,0.007462686567164179,0.7528793967103089,0.35192358532538337,0.492482198565149,0.2222222222222222,1.4044872784470517
0.5,3.0,204,0.5,573,1.9425810874429785,2.088053214682601,0.39267015706806285,0.1082024432809773,0.2547993019197208,0.029668411867364748,0.7493069744383318,0.36655188657126686,0.5022433036010869,0.3103448275862069,1.2011510605226279
0.5,4.0,204,0.1,793,1.4036612309582461,1.0995432980097561,0.41866330390920553,0.29129886506935687,0.12610340479192939,0.0012610340479192938,0.7922200497370295,0.4018191932310471,0.5301680300132664,0.26262626262626265,1.6623194271315895
0.5,4.0,204,0.25,750,1.4841378081998522,1.1378261553484124,0.444,0.2826666666666667,0.15866666666666668,0.0026666666666666666,0.8027203836134146,0.4286032206983485,0.5564454416110258,0.2796610169491525,1.5721810470979725
0.5,4.0,204,0.5,663,1.6788889233030002,1.9874208496690657,0.46003016591251883,0.22926093514328807,0.2171945701357466,0.013574660633484163,0.8135184627112353,0.4655445869509307,0.5906847202494904,0.2867132867132867,1.3898080456346076
0.0,0.0,205,0.1,462,2.406578793018531,2.3566595631362492,0.1341991341991342,0.006493506493506494,0.09307359307359307,0.030303030303030304,0.04780429553757423,0.04312279960928579,0.41078932165763105,0.09302325581395349,0.9695644871891655
0.0,0.0,205,0.25,454,2.4489854677853775,2.3637872184257622,0.12334801762114538,0.0022026431718061676,0.0881057268722467,0.028634361233480177,0.04344707738762183,0.04793215023953224,0.41782241993432867,0.075,0.9527754917400025
0.0,0.0,205,0.5,412,2.6986393261518478,2.3794475788173237,0.0970873786407767,0.0,0.055825242718446605,0.024271844660194174,0.02823413244774624,0.046247550738990756,0.46516177525233754,0.0,0.8646332656318965
0.0,1.0,205,0.1,513,2.167304003160562,2.254152302310562,0.1442495126705653,0.03313840155945419,0.08576998050682261,0.023391812865497075,0.4215635835662959,0.0847878855257249,0.26652687113712487,0.09090909090909091,1.0766063874429486
0.0,1.0,205,0.25,490,2.2690345992272825,2.286252840479321,0.1510204081632653,0.022448979591836733,0.09387755102040816,0.030612244897959183,0.4120311177582972,0.09467958005194997,0.2709169326455622,0.10869565217391304,1.0283374850819587
0.0,1.0,205,0.5,456,2.4382170035556325,2.3264417737255245,0.14912280701754385,0.008771929824561403,0.09868421052631579,0.03508771929824561,0.384320195646227,0.07586004778433131,0.3000338231518425,0.13333333333333333,0.9569834555048432
0.0,1.5,205,0.1,567,1.9609401941528168,2.1561075338176594,0.2345679012345679,0.08465608465608465,0.11992945326278659,0.026455026455026454,0.5730874498993433,0.16929695375609707,0.28565661117172025,0.16176470588235295,1.1899054036889691
0.0,1.5,205,0.25,529,2.1018016825796733,2.1882675583995197,0.23251417769376181,0.06805293005671077,0.1285444234404537,0.034026465028355386,0.5763618313251482,0.19564232519466648,0.2850915239831746,0.14705882352941177,1.110158657057257
0.0,1.5,205,0.5,478,2.3260524897168353,2.257118203580482,0.2217573221757322,0.027196652719665274,0.13389121338912133,0.05439330543933055,0.5497309068108122,0.17628958138836065,0.27342419016604036,0.203125,1.003130128683117
0.0,2.0,205,0.1,649,1.7132164614191945,2.0381341983429504,0.2850539291217257,0.1510015408320493,0.12172573189522343,0.012326656394453005,0.6652318300006292,0.2278853810886584,0.35721090656824617,0.17721518987341772,1.3619606079435207
0.0,2.0,205,0.25,599,1.8562228438414978,2.1001505343444484,0.3038397328881469,0.1318864774624374,0.14357262103505844,0.02671118530884808,0.6780797335908676,0.2709087365734436,0.3933116258840779,0.20930232558139536,1.2570329802128952
0.0,2.0,205,0.5,521,2.134121849253469,2.164224847979965,0.30518234165067176,0.07293666026871401,0.18234165067178504,0.046065259117082535,0.6689424574641674,0.2812990704823179,0.38055668198768805,0.2631578947368421,1.0933458809531191
0.0,3.0,205,0.1,798,1.3933713832476202,1.098555278806188,0.3634085213032581,0.2769423558897243,0.08521303258145363,0.0012531328320802004,0.7788171774767008,0.37750324844792077,0.48823185614225073,0.1323529411764706,1.6745954175511222
0.0,3.0,205,0.25,759,1.4649675412801066,1.1395854942379224,0.37681159420289856,0.2621870882740448,0.11198945981554677,0.002635046113306983,0.7886481409662902,0.4015863964218854,0.5130495562655717,0.16470588235294117,1.5927542881219319
0.0,3.0,205,0.5,648,1.7159110552956809,2.022209533596013,0.41512345679012347,0.19290123456790123,0.20833333333333334,0.013888888888888888,0.8033658996702727,0.45062518341571084,0.5709164878490948,0.2740740740740741,1.3598218428234676
0.0,4.0,205,0.1,927,1.200367621963487,1.0367971237238724,0.3861920172599784,0.33980582524271846,0.04638619201725998,0.0,0.8263877417074241,0.47078605209313434,0.5671415894445864,0.11627906976744186,1.943848943140112
0.0,4.0,205,0.25,882,1.2606917181367507,1.048119193811115,0.41156462585034015,0.3435374149659864,0.06802721088435375,0.0,0.8446453876098678,0.5112204538821292,0.6037586348737075,0.15,1.8508357751266118
0.0,4.0,205,0.5,793,1.4021817092012792,1.0904589534663425,0.45775535939470363,0.3114754098360656,0.14627994955863807,0.0,0.8576965952696181,0.5480489535957881,0.6510573961025511,0.22413793103448276,1.6640734350061261
0.5,0.0,205,0.1,466,2.386213115918151,2.3471942812185054,0.11802575107296137,0.004291845493562232,0.09227467811158799,0.015021459227467811,0.03156082448082885,0.05267672736977795,0.3800138934131403,0.11627906976744186,0.9778394552305228
0.5,0.0,205,0.25,451,2.4655771885096645,2.365440112323887,0.09977827050997783,0.0,0.082039911308204,0.013303769401330377,0.017428570347589926,0.05646866524086396,0.4108500421475104,0.08108108108108109,0.9463639362853343
0.5,0.0,205,0.5,402,2.7661077413379562,2.380807206453574,0.09203980099502487,0.0,0.05721393034825871,0.009950248756218905,0.007675771425015847,0.043309582201658356,0.44520716416587136,0.0,0.8435439077310519
0.5,1.0,205,0.1,498,2.232803351266182,2.28516591254171,0.15261044176706828,0.0321285140562249,0.10040160642570281,0.020080321285140562,0.36186476933757195,0.0943147811638387,0.253514173443712,0.1,1.0450241092705916
0.5,1.0,205,0.25,470,2.3658214232565076,2.320536350337222,0.14893617021276595,0.00851063829787234,0.10212765957446808,0.031914893617021274,0.3369457968791606,0.08127259191452282,0.2733514160183959,0.10416666666666667,0.9862677336489518
0.5,1.0,205,0.5,434,2.562064674955204,2.3558870207809717,0.1382488479262673,0.0,0.08525345622119816,0.027649769585253458,0.3006346791629157,0.06229733946968741,0.31720511685750585,0.10810810810810811,0.9107238221354151
0.5,1.5,205,0.1,540,2.059121077692439,2.200232293097356,0.19814814814814816,0.07407407407407407,0.1111111111111111,0.012962962962962963,0.49527687559882516,0.12330712796791977,0.23515299231463563,0.11666666666666667,1.1331695637578494
0.5,1.5,205,0.25,499,2.2283073786651646,2.2566408785440877,0.21042084168336672,0.056112224448897796,0.12024048096192384,0.03206412825651302,0.48517951776773316,0.13482481220989626,0.2352639214385646,0.15,1.047132615398457
0.5,1.5,205,0.5,456,2.438432855162099,2.3036691638912172,0.16447368421052633,0.0043859649122807015,0.1162280701754386,0.041666666666666664,0.4465253251016085,0.09365120020302282,0.24097606939918345,0.1509433962264151,0.9568987427288506
0.5,2.0,205,0.1,592,1.8782477865915608,2.118850240016391,0.2516891891891892,0.11317567567567567,0.1266891891891892,0.011824324324324325,0.5912921080123491,0.1792277847768748,0.28570921665345395,0.18666666666666668,1.2422926037717377
0.5,2.0,205,0.25,539,2.0629363444567796,2.1820203276107755,0.2560296846011132,0.08905380333951762,0.14285714285714285,0.02411873840445269,0.5904136890613315,0.20650556007265125,0.29690415052135843,0.19480519480519481,1.1310738402583895
0.5,2.0,205,0.5,471,2.3607700417456563,2.2571376005153168,0.23991507430997877,0.016985138004246284,0.16348195329087048,0.05307855626326964,0.5529147519793639,0.17708413177477486,0.273609687801775,0.23376623376623376,0.9883780682035278
0.5,3.0,205,0.1,693,1.6045227932933814,1.2707596605890175,0.3189033189033189,0.20057720057720058,0.113997113997114,0.004329004329004329,0.7023158498030576,0.28746459002866165,0.3940974286522444,0.20253164556962025,1.454222615650117
0.5,3.0,205,0.25,639,1.7401162687829634,2.0323348894757185,0.3364632237871675,0.17370892018779344,0.15179968701095461,0.010954616588419406,0.7086872409334708,0.3126575683009249,0.430763722305738,0.20618556701030927,1.3409065676773806
0.5,3.0,205,0.5,535,2.078381861219278,2.1451523315480503,0.34579439252336447,0.08971962616822429,0.2205607476635514,0.03551401869158879,0.6984854094863587,0.331382344600571,0.4416571654322993,0.2796610169491525,1.1226682530632217
0.5,4.0,205,0.1,775,1.4356704930557207,1.1216177407354841,0.35870967741935483,0.25806451612903225,0.09935483870967741,0.0012903225806451613,0.7575414712803462,0.3515948150041245,0.47517512400295986,0.22077922077922077,1.625256871001787
0.5,4.0,205,0.25,719,1.546522185575475,1.1809316179324647,0.3796940194714882,0.2517385257301808,0.12378303198887343,0.004172461752433936,0.7703233632776239,0.3886248917432133,0.5072812010225757,0.2696629213483146,1.5087616298663566
0.5,4.0,205,0.5,608,1.8288642293236286,2.064238150850817,0.4128289473684211,0.15789473684210525,0.24013157894736842,0.014802631578947368,0.7677001970512963,0.40098758816869545,0.5363111850629558,0.3150684931506849,1.275837372682538
0.0,0.0,206,0.1,469,2.3737382139942547,2.3364566422992414,0.08102345415778252,0.0,0.06823027718550106,0.010660980810234541,0.013843891354094293,0.029303974966186908,0.5128807580920595,0.09375,0.9829783754490213
0.0,0.0,206,0.25,456,2.4414105753581254,2.340387745566197,0.08333333333333333,0.0,0.06578947368421052,0.010964912280701754,0.01920395369567028,0.03090939849813562,0.5216335927834248,0.1,0.9557316400954237
0.0,0.0,206,0.5,427,2.6072206612723776,2.3523544152603324,0.07728337236533958,0.0,0.053864168618266976,0.00702576112412178,0.024577164521980232,0.030623722606009672,0.5302430961883431,0.043478260869565216,0.894950461229706
0.0,1.0,206,0.1,501,2.2223220953770415,2.2686596979229123,0.16966067864271456,0.031936127744510975,0.12375249500998003,0.011976047904191617,0.4066301981258783,0.0753005406772871,0.3326917547498212,0.1774193548387097,1.049952812055112
0.0,1.0,206,0.25,484,2.300378863189872,2.286896263566337,0.16322314049586778,0.01859504132231405,0.12396694214876033,0.014462809917355372,0.3940339306693177,0.06822210842496543,0.3469121871709161,0.18333333333333332,1.0143256707278925
0.0,1.0,206,0.5,448,2.485230736124772,2.322828017519319,0.15401785714285715,0.0,0.11383928571428571,0.015625,0.36426831957887756,0.04659399152534813,0.37377156556390884,0.19607843137254902,0.9388799596820163
0.0,1.5,206,0.1,542,2.0543203521659956,2.188592657250215,0.23800738007380073,0.08302583025830258,0.14760147601476015,0.007380073800738007,0.5477905145087965,0.14749737166356616,0.3060307837517427,0.225,1.135817659048725
0.0,1.5,206,0.25,511,2.178946440066477,2.2104866233531615,0.22504892367906065,0.04892367906066536,0.15851272015655576,0.015655577299412915,0.5421737507167942,0.1566472835985823,0.30846041797755175,0.24691358024691357,1.0708539184020267
0.0,1.5,206,0.5,473,2.353999219606701,2.2513246691962783,0.20718816067653276,0.012684989429175475,0.16279069767441862,0.019027484143763214,0.5177728371837457,0.13038812348015824,0.3121685274643067,0.24675324675324675,0.9912209459963967
0.0,2.0,206,0.1,604,1.8435397495364432,2.109843797905971,0.26490066225165565,0.1390728476821192,0.12251655629139073,0.0033112582781456954,0.6454371658030837,0.22607055386544456,0.357768008000967,0.16216216216216217,1.2656810540266619
0.0,2.0,206,0.25,568,1.9603838181690347,2.133315837608433,0.2711267605633803,0.10915492957746478,0.15492957746478872,0.007042253521126761,0.6416619888911504,0.2287569846520777,0.35830750188666605,0.22727272727272727,1.1902431104091786
0.0,2.0,206,0.5,504,2.209321445873039,2.1862690957090916,0.251984126984127,0.041666666666666664,0.19246031746031747,0.013888888888888888,0.6243078721229239,0.2193267799935694,0.3584140680698092,0.27835051546391754,1.056131210644764
0.0,3.0,206,0.1,742,1.5007957667972773,1.1659375458059937,0.3490566037735849,0.24663072776280323,0.09973045822102426,0.0026954177897574125,0.7573337058550637,0.33095026938096056,0.468481597495908,0.14864864864864866,1.554730753480672
0.0,3.0,206,0.25,699,1.5931193976589124,1.246727275782659,0.37339055793991416,0.23605150214592274,0.13447782546494993,0.002861230329041488,0.7712371824020493,0.36250070682170654,0.5116163978638615,0.1702127659574468,1.4646318014595547
0.0,3.0,206,0.5,606,1.8376080180917154,2.0741045859840286,0.3910891089108911,0.14356435643564355,0.23597359735973597,0.01155115511551155,0.7736333697148885,0.3744402323917513,0.5385279325890238,0.3006993006993007,1.269766626158069
0.0,4.0,206,0.1,867,1.2844954282429701,1.0593797711897321,0.3933102652825836,0.3217993079584775,0.07035755478662054,0.0011534025374855825,0.8102146566716371,0.42134530803959735,0.537498305994828,0.16393442622950818,1.816536892252737
0.0,4.0,206,0.25,811,1.3731905502918067,1.0852010351135972,0.44266337854500615,0.3279901356350185,0.11344019728729964,0.0012330456226880395,0.831322627724432,0.4718268308550681,0.600939444170702,0.15217391304347827,1.69920578963895
0.0,4.0,206,0.5,722,1.542461961615866,1.171233876835652,0.5055401662049861,0.29362880886426596,0.21052631578947367,0.0013850415512465374,0.845758799357944,0.5112758781923936,0.6562417448248417,0.2236842105263158,1.5127331444134673
0.5,0.0,206,0.1,468,2.3789761245934335,2.322448624213651,0.0876068376068376,0.002136752136752137,0.07478632478632478,0.008547008547008548,0.04130132233260953,0.06274814217667588,0.45697235118595675,0.02857142857142857,0.9808141028452313
0.5,0.0,206,0.25,447,2.4907401036011785,2.3377860540390913,0.07606263982102908,0.0,0.06263982102908278,0.006711409395973154,0.03971562046748767,0.058662797504123856,0.47886262268493734,0.0,0.9368032136149965
0.5,0.0,206,0.5,394,2.8257888992632663,2.358772794744225,0.07106598984771574,0.0,0.04568527918781726,0.007614213197969543,0.024877900615819317,0.06300307577317067,0.48317003596110936,0.0,0.825728112224404
0.5,1.0,206,0.1,487,2.286334426852815,2.2856929506850125,0.15811088295687886,0.022587268993839837,0.12525667351129363,0.01026694045174538,0.338466223670289,0.08629037555247128,0.31786762846311883,0.22950819672131148,1.0205564443803674
0.5,1.0,206,0.25,467,2.384250248131308,2.311601580021408,0.16274089935760172,0.008565310492505354,0.13062098501070663,0.010706638115631691,0.31762093964691973,0.07478325808902618,0.3363012539586251,0.2459016393442623,0.9786444754119745
0.5,1.0,206,0.5,412,2.7025360822265068,2.353628453684699,0.11165048543689321,0.0,0.09466019417475728,0.0048543689320388345,0.2595619232932895,0.037196007393091195,0.3818804532909089,0.10256410256410256,0.863386560748894
0.5,1.5,206,0.1,519,2.1454369035615177,2.222377024975089,0.2119460500963391,0.06936416184971098,0.13680154142581888,0.005780346820809248,0.4607639697235161,0.1410037464514901,0.28947782253451887,0.2112676056338028,1.0875795645445918
0.5,1.5,206,0.25,486,2.29111471800088,2.266279344272024,0.19958847736625515,0.02263374485596708,0.15843621399176955,0.018518518518518517,0.43815295626532214,0.12142107129488527,0.2976220674012413,0.2077922077922078,1.018427106683375
0.5,1.5,206,0.5,433,2.5715513924905955,2.3236538304209065,0.16166281755196305,0.0,0.12933025404157045,0.011547344110854504,0.3872165974893777,0.07331987762108465,0.3222849331889337,0.17857142857142858,0.9073640683002087
0.5,2.0,206,0.1,555,2.006328952741954,2.172481052815099,0.27207207207207207,0.10810810810810811,0.15315315315315314,0.010810810810810811,0.5459895398359474,0.19493703311894725,0.3150075397031969,0.24705882352941178,1.1629864236093876
0.5,2.0,206,0.25,509,2.187647482852229,2.2199911058965918,0.25736738703339884,0.047151277013752456,0.18664047151277013,0.023575638506876228,0.5278494135097411,0.18263467992507257,0.3062798395813896,0.2631578947368421,1.066594756066988
0.5,2.0,206,0.5,454,2.4526708563255166,2.2856893338243407,0.22026431718061673,0.004405286343612335,0.18061674008810572,0.015418502202643172,0.4856323045533548,0.13312981997842377,0.30254532026798453,0.25609756097560976,0.9513438492228143
0.5,3.0,206,0.1,634,1.7564068855126573,2.064376426882477,0.31703470031545744,0.1719242902208202,0.14195583596214512,0.0031545741324921135,0.65909387013912,0.278797994997043,0.37393005961884646,0.16666666666666666,1.32846970287997
0.5,3.0,206,0.25,586,1.900276391493216,2.109602943823265,0.31399317406143346,0.12798634812286688,0.17918088737201365,0.006825938566552901,0.651582016352976,0.2794211174671828,0.38113849490816304,0.21904761904761905,1.2278915550278586
0.5,3.0,206,0.5,501,2.222678573682684,2.181607713086704,0.2954091816367265,0.031936127744510975,0.2315369261477046,0.023952095808383235,0.6205025481001353,0.2539761403940237,0.37641509506481363,0.27586206896551724,1.0497844182064116
0.5,4.0,206,0.1,707,1.5751042748527362,1.2315399330166272,0.3437057991513437,0.22772277227722773,0.11456859971711457,0.0014144271570014145,0.7178678569683765,0.31843855255847886,0.4170652177868897,0.19753086419753085,1.4813834046329966
0.5,4.0,206,0.25,654,1.7027503399401902,2.028701045192154,0.3746177370030581,0.20948012232415902,0.1620795107033639,0.0030581039755351682,0.7249400006427694,0.348502116216912,0.4588865248259443,0.20754716981132076,1.3703320320084578
0.5,4.0,206,0.5,555,2.006484184361954,2.1053512067504796,0.4018018018018018,0.0990990990990991,0.2810810810810811,0.021621621621621623,0.709729469375344,0.34779413791286873,0.48347952653289905,0.2948717948717949,1.1628964491814895
0.0,0.0,207,0.1,474,2.341315018496072,2.322342235315925,0.10126582278481013,0.0,0.08438818565400844,0.012658227848101266,0.04196673095895355,0.01163617952123679,0.4738160247754609,0.15,0.9965909392372733
0.0,0.0,207,0.25,468,2.3713318777075596,2.327321213973904,0.09615384615384616,0.0,0.08333333333333333,0.008547008547008548,0.04128391693086402,0.006908058098914459,0.48547241356266346,0.15384615384615385,0.9839758640570546
0.0,0.0,207,0.5,435,2.53923868809982,2.348711040143408,0.0896551724137931,0.0,0.07586206896551724,0.004597701149425287,0.04422773449647486,0.025851796353379735,0.5407478056234585,0.15151515151515152,0.9189105948442482
0.0,1.0,207,0.1,501,2.2153310962755963,2.2619792796477833,0.1656686626746507,0.031936127744510975,0.11177644710578842,0.021956087824351298,0.41745262632726904,0.08578892122150855,0.30409417928409815,0.125,1.0532661854727368
0.0,1.0,207,0.25,485,2.288414183987781,2.2782644319499084,0.15463917525773196,0.01443298969072165,0.11752577319587629,0.02268041237113402,0.40553320059555625,0.07621764904488272,0.30720141998381234,0.15789473684210525,1.0196289420245055
0.0,1.0,207,0.5,456,2.4339492965659515,2.306267376038197,0.1600877192982456,0.0,0.1206140350877193,0.021929824561403508,0.39087151299460515,0.06463218783341226,0.33340939285401605,0.2,0.9586614382745866
0.0,1.5,207,0.1,551,2.018227962201973,2.1742485328603025,0.23411978221415608,0.07985480943738657,0.1397459165154265,0.014519056261343012,0.5634527857717663,0.14008178650375733,0.2910675974250773,0.2077922077922078,1.1561297222279918
0.0,1.5,207,0.25,511,2.1720225839735274,2.209821066442849,0.22113502935420742,0.05283757338551859,0.14481409001956946,0.023483365949119372,0.5601492383760405,0.15408655272232347,0.28234371475257813,0.21621621621621623,1.0742675285929586
0.0,1.5,207,0.5,474,2.341568650655005,2.2477876378435786,0.2088607594936709,0.008438818565400843,0.16877637130801687,0.027426160337552744,0.5389739656732168,0.13110472677591356,0.2818361577276415,0.2875,0.9964829912975781
0.0,2.0,207,0.1,611,1.8200110000843295,2.0961126255451563,0.2733224222585925,0.1309328968903437,0.1309328968903437,0.011456628477905073,0.6620383175763634,0.21948106405679013,0.3491033564037207,0.15,1.2820435333771165
0.0,2.0,207,0.25,569,1.9506487130782035,2.1286691598980325,0.2759226713532513,0.10017574692442882,0.1616871704745167,0.014059753954305799,0.6672589753257429,0.2390965377550138,0.36818482500281113,0.18478260869565216,1.1961832582614211
0.0,2.0,207,0.5,504,2.202220471709321,2.1793950338361916,0.26785714285714285,0.03968253968253968,0.1984126984126984,0.027777777777777776,0.650970552505927,0.2266331570573998,0.3734217564141482,0.21,1.0595366646111708
0.0,3.0,207,0.1,747,1.4899874317706079,1.1435649512915917,0.3654618473895582,0.26104417670682734,0.09906291834002677,0.00535475234270415,0.7751576513690422,0.36688542825142373,0.5067007357252643,0.08108108108108109,1.5660087350941918
0.0,3.0,207,0.25,701,1.5877612147398632,1.2268347018121657,0.37089871611982883,0.23109843081312412,0.1326676176890157,0.007132667617689016,0.7849264530413013,0.38858383028213395,0.5251024716188604,0.11827956989247312,1.469574462250373
0.0,3.0,207,0.5,617,1.800407639192964,2.065340543115702,0.3841166936790924,0.1539708265802269,0.2188006482982172,0.011345218800648298,0.7882477652404214,0.40741528588381354,0.5477232241973277,0.18518518518518517,1.2960027954442885
0.0,4.0,207,0.1,899,1.2380619109933522,1.0474639112354074,0.3870967741935484,0.3236929922135706,0.06340378197997776,0.0,0.8085717280404038,0.4230419162797487,0.525122414484935,0.10526315789473684,1.8846661161405056
0.0,4.0,207,0.25,846,1.3156237091997915,1.063263117144553,0.4243498817966903,0.32860520094562645,0.0933806146572104,0.002364066193853428,0.8279786274748181,0.4702501125609706,0.5823711002048999,0.1518987341772152,1.7735567678029676
0.0,4.0,207,0.5,753,1.4781110995790485,1.1337798374215073,0.45152722443559096,0.2695883134130146,0.17928286852589642,0.0026560424966799467,0.8413062336106081,0.5036841893289488,0.6302036361391186,0.24444444444444444,1.5785913075125704
0.5,0.0,207,0.1,478,2.3215772077619508,2.3232259264265585,0.13179916317991633,0.0020920502092050207,0.11506276150627615,0.014644351464435146,0.03180371173097442,0.033432758638706095,0.40840578449754444,0.12727272727272726,1.0050638529410425
0.5,0.0,207,0.25,468,2.3711835583551544,2.3320438601324796,0.12393162393162394,0.0,0.1111111111111111,0.01282051282051282,0.03023945532589244,0.02812035115424795,0.4037925968285823,0.1346153846153846,0.9840374125029454
0.5,0.0,207,0.5,425,2.5990041172442226,2.348845343798383,0.11764705882352941,0.0,0.09647058823529411,0.011764705882352941,0.027455456526060313,0.023130745838027482,0.45078070653873153,0.14634146341463414,0.8977797756655401
0.5,1.0,207,0.1,491,2.260395217110686,2.274321065691888,0.17922606924643583,0.016293279022403257,0.15071283095723015,0.012219959266802444,0.34775869538443693,0.06334421221200207,0.29034201228517253,0.17567567567567569,1.0322678599169395
0.5,1.0,207,0.25,479,2.317023072236632,2.288412047781381,0.1732776617954071,0.0041753653444676405,0.15031315240083507,0.018789144050104383,0.33544422124043116,0.05305134231407466,0.29996556994951923,0.19444444444444445,1.0070393175157106
0.5,1.0,207,0.5,443,2.4937525358111383,2.3169626131756718,0.1489841986455982,0.0,0.12415349887133183,0.011286681715575621,0.3114209382816124,0.03802270477977937,0.32530406537840556,0.14545454545454545,0.9356715631667014
0.5,1.5,207,0.1,515,2.1551286292533764,2.218477805819446,0.22330097087378642,0.05436893203883495,0.15922330097087378,0.009708737864077669,0.4753018752371718,0.11634491256625455,0.2778175754759719,0.15853658536585366,1.0826886625981553
0.5,1.5,207,0.25,489,2.2697162455326967,2.243728277764196,0.2167689161554192,0.02044989775051125,0.17995910020449898,0.016359918200409,0.4584326861016845,0.10530831983551031,0.283750871003282,0.22727272727272727,1.0280286524475688
0.5,1.5,207,0.5,457,2.4286460482833454,2.2863314879965158,0.18818380743982493,0.0,0.1487964989059081,0.02188183807439825,0.43185435679485096,0.07579581712239697,0.27931172195883786,0.19117647058823528,0.9607547938006932
0.5,2.0,207,0.1,544,2.040289519639674,2.1549999328390133,0.26286764705882354,0.08823529411764706,0.1636029411764706,0.011029411764705883,0.5655277477339989,0.16689953584485595,0.31824621236625883,0.16853932584269662,1.1436285443182654
0.5,2.0,207,0.25,514,2.1593725655330402,2.1850612089181283,0.26653696498054474,0.05252918287937743,0.19649805447470817,0.017509727626459144,0.555574057080192,0.16430824749942302,0.3260182252262135,0.18811881188118812,1.0805607937124788
0.5,2.0,207,0.5,471,2.3565127360594116,2.233333710413035,0.23142250530785563,0.006369426751592357,0.18471337579617833,0.027600849256900213,0.5270057277971063,0.12907994154414557,0.3049704891112257,0.21839080459770116,0.9901636845108511
0.5,3.0,207,0.1,626,1.7780431896510795,2.067042137117515,0.31789137380191695,0.14696485623003194,0.1645367412140575,0.006389776357827476,0.6776183029606692,0.2471668747978329,0.39693493198165103,0.1553398058252427,1.3123040806400343
