delta,N,density,ci_low,ci_high,seeds
1,1.9125,0.3013369959160876,0.25334141295222995,0.34933257887994523,16
1,1.9375,0.3769767359925787,0.3192297396375868,0.4347237323475706,16
1,1.9625000000000001,0.45940851136495453,0.39611006047354425,0.5227069622563648,16
1,1.9875,0.5429283011229509,0.46688868981880394,0.6189679124270978,16
1,2.0125,0.6523235026230847,0.5859858972384605,0.7186611080077089,16
1,2.0375,0.7941001636305103,0.7382110943793617,0.8499892328816588,16
1,2.0625,0.9660435368890077,0.8985914661162051,1.0334956076618103,16
1,2.0875000000000004,1.1535152398242055,1.0781172021536658,1.228913277494745,16
1,2.1125,1.3130777729362957,1.23711010449665,1.3890454413759414,16
1,2.1375,1.4446511638455188,1.371153148127113,1.5181491795639246,16
1,2.1625,1.581566472741836,1.483998004197449,1.6791349412862229,16
1,2.1875,1.6765880235722652,1.5696515953371695,1.783524451807361,16
1,2.2125000000000004,1.7372322588390725,1.641088750191852,1.833375767486293,16
1,2.2375,1.7479626185670045,1.6441220173451563,1.8518032197888528,16
1,2.2625,1.6868301940804236,1.5789296665274088,1.7947307216334383,16
1,2.2875,1.6022487607492928,1.4950826404693511,1.7094148810292344,16
1,2.3125,1.5611956500876571,1.4703796816817427,1.6520116184935716,16
1,2.3375000000000004,1.5004998679188528,1.3827469519213986,1.618252783916307,16
1,2.3625,1.3754955142926732,1.282401771717176,1.4685892568681704,16
1,2.3875,1.2566314581080287,1.176006330532635,1.3372565856834224,16
1,2.4125000000000005,1.1870718768551838,1.0830440594427357,1.2910996942676318,16
1,2.4375,1.125850844284714,1.0217736478963797,1.2299280406730482,16
1,2.4625000000000004,1.037104332523082,0.9524939326915781,1.121714732354586,16
1,2.4875,0.9415822543942179,0.8556916477225018,1.027472861065934,16
1,2.5125,0.8515202790413212,0.7702944602765368,0.9327460978061056,16
1,2.5375000000000005,0.787471861938605,0.7060642272595195,0.8688794966176905,16
1,2.5625,0.7464842188514533,0.6758234274676783,0.8171450102352283,16
1,2.5875000000000004,0.7015359007014317,0.6359648614732852,0.7671069399295781,16
1,2.6125,0.6474050535960092,0.5734859691476504,0.721324138044368,16
1,2.6375,0.5967252217666251,0.5255637043133102,0.66788673921994,16
1,2.6625000000000005,0.5598519247760274,0.4810100784663147,0.6386937710857401,16
1,2.6875,0.5147053586541547,0.4493526244151121,0.5800580928931973,16
1,2.7125000000000004,0.4556513544213626,0.41422680044298704,0.4970759083997382,16
1,2.7375,0.4023228181734071,0.3542717054186456,0.4503739309281686,16
1,2.7625,0.3549320280816252,0.3019763255984583,0.40788773056479216,16
1,2.7875000000000005,0.3179316538553153,0.2678539180036387,0.3680093897069919,16
1,2.8125,0.2902002062362564,0.2505072648591073,0.32989314761340555,16
1,2.8375000000000004,0.2678067270424555,0.23685334327615074,0.2987601108087603,16
1,2.8625,0.2529663035256725,0.21996942425651272,0.2859631827948323,16
1,2.8875,0.23003949632698292,0.18814878636319937,0.2719302062907665,16
1,2.9125000000000005,0.19229925532041192,0.15123339690024576,0.23336511374057808,16
1,2.9375,0.15544606587448329,0.11605587428221201,0.19483625746675456,16
1,2.9625000000000004,0.1330477574458147,0.09333063817059013,0.1727648767210393,16
1,2.9875,0.11357346360025379,0.0767616721147229,0.15038525508578468,16
1,3.0125,0.09450581465034466,0.06369785137554758,0.12531377792514176,16
1,3.0375000000000005,0.0837808015125024,0.062388184223476396,0.10517341880152842,16
1,3.0625,0.07817212860422208,0.05818045455938316,0.09816380264906101,16
1,3.0875000000000004,0.07370485404284749,0.05289849209053757,0.09451121599515741,16
1,3.1125,0.06204111394025086,0.0429184081698287,0.08116381971067302,16
1,3.1375,0.040007441671976875,0.025437248887109774,0.05457763445684398,16
1,3.1625000000000005,0.02799939371969123,0.017254766122145385,0.03874402131723707,16
1,3.1875,0.025172495178185702,0.012935516592951703,0.0374094737634197,16
1,3.2125000000000004,0.020625482819561707,0.006913998665153838,0.034336966973969575,16
1,3.2375,0.014777508039127201,0.003985732281827907,0.025569283796426496,16
1,3.2625,0.009583055173598377,0.0029470412480920452,0.01621906909910471,16
1,3.2875000000000005,0.009611590483607931,0.002514421786041201,0.016708759181174662,16
1,3.3125,0.011132726685616066,0.0019458508555185196,0.020319602515713613,16
1,3.3375000000000004,0.01091351686353472,0.0021200437941848484,0.01970698993288459,16
1,3.3625,0.011312566435221574,0.0032109073877372458,0.019414225482705903,16
1,3.3875,0.009684585035756841,0.0017439178199903788,0.017625252251523303,16
1,3.4125000000000005,0.005575841778915937,-0.0003369334401528796,0.011488616997984754,16
1,3.4375,0.002255998750518131,-0.0005898199844040996,0.005101817485440361,16
1,3.4625000000000004,0.0022495972870597283,-0.0006945164795344634,0.00519371105365392,16
1,3.4875,0.005321374057835447,-0.00019396048494827942,0.010836708600619173,16
1,3.5125,0.008613571760378039,0.0019404220585933322,0.015286721462162745,16
1,3.5375000000000005,0.009887564911460256,0.003158931150915403,0.01661619867200511,16
1,3.5625,0.00942633642188232,0.002826944469526845,0.016025728374237793,16
1,3.5875000000000004,0.009382599879697437,0.0031547494788844894,0.015610450280510384,16
1,3.6125,0.009866470238758213,0.0025668680806950946,0.01716607239682133,16
1,3.6375,0.008707229361266005,0.0027088995013672523,0.014705559221164758,16
1,3.6625000000000005,0.009920198999247207,0.002743199997264926,0.01709719800122949,16
1,3.6875,0.012924498071397459,0.002799925578033999,0.023049070564760916,16
